,transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement
14432,auto,few,midsize,2000,18.0,26.0,2.4
14433,auto,medium,midsize,2000,17.0,25.0,2.5
14434,auto,medium,midsize,2000,16.0,24.0,2.5
14435,auto,few,midsize,2000,21.0,27.0,2.3
14436,auto,few,midsize,2000,19.0,26.0,2.3
14437,manual,few,midsize,2000,22.0,29.0,2.3
14438,manual,few,midsize,2000,21.0,27.0,2.3
14439,auto,medium,midsize,2000,18.0,26.0,3.0
14440,auto,few,midsize,2000,18.0,26.0,2.4
14441,manual,few,midsize,2000,18.0,26.0,2.4
14442,auto,medium,midsize,2000,18.0,25.0,2.5
14443,manual,medium,midsize,2000,18.0,26.0,2.5
14444,auto,medium,midsize,2000,18.0,26.0,3.0
14445,auto,medium,midsize,2000,16.0,21.0,4.1
14446,auto,medium,midsize,2000,15.0,22.0,4.0
14447,auto,medium,midsize,2000,15.0,20.0,4.0
14448,auto,medium,midsize,2000,16.0,24.0,3.0
14449,auto,medium,midsize,2000,15.0,21.0,4.0
14450,auto,medium,midsize,2000,15.0,22.0,4.0
14451,auto,medium,midsize,2000,17.0,22.0,3.0
14452,auto,medium,midsize,2000,15.0,22.0,4.0
14453,auto,medium,midsize,2000,16.0,23.0,4.0
14454,auto,medium,midsize,2000,16.0,23.0,3.0
14455,auto,medium,midsize,2000,15.0,22.0,3.0
14456,manual,medium,midsize,2000,15.0,23.0,3.0
14457,auto,medium,midsize,2000,15.0,22.0,3.9
14458,auto,medium,midsize,2000,15.0,21.0,3.9
14459,auto,medium,midsize,2000,18.0,26.0,3.0
14460,auto,medium,midsize,2000,17.0,26.0,3.0
14461,auto,few,midsize,2000,19.0,26.0,2.0
14462,manual,few,midsize,2000,23.0,29.0,2.0
14463,auto,medium,midsize,2000,18.0,24.0,2.5
14464,manual,medium,midsize,2000,18.0,25.0,2.5
14465,auto,medium,midsize,2000,18.0,27.0,3.2
14466,auto,medium,midsize,2000,18.0,26.0,3.2
14467,auto,medium,midsize,2000,16.0,22.0,4.3
14468,auto,medium,midsize,2000,15.0,21.0,4.3
14469,auto,medium,midsize,2000,15.0,21.0,5.5
14470,auto,medium,midsize,2000,15.0,23.0,3.5
14471,auto,few,midsize,2000,18.0,26.0,2.4
14472,auto,medium,midsize,2000,18.0,25.0,3.0
14473,auto,medium,midsize,2000,18.0,26.0,3.0
14474,manual,medium,midsize,2000,18.0,25.0,3.0
14475,auto,medium,midsize,2000,17.0,26.0,3.5
14476,auto,few,midsize,2000,18.0,26.0,2.0
14477,manual,few,midsize,2000,23.0,33.0,2.0
14478,auto,few,midsize,2000,18.0,26.0,2.4
14479,auto,medium,midsize,2000,18.0,27.0,3.1
14480,auto,medium,midsize,2000,18.0,26.0,3.8
14481,auto,medium,midsize,2000,16.0,26.0,3.8
14482,auto,few,midsize,2000,18.0,24.0,2.0
14483,auto,few,midsize,2000,18.0,23.0,2.0
14484,manual,few,midsize,2000,19.0,26.0,2.0
14485,manual,few,midsize,2000,18.0,26.0,2.0
14486,manual,few,midsize,2000,18.0,26.0,2.3
14487,auto,few,midsize,2000,17.0,25.0,2.3
14488,auto,few,midsize,2000,16.0,22.0,2.3
14489,manual,few,midsize,2000,18.0,26.0,2.3
14490,manual,few,midsize,2000,18.0,26.0,2.3
14491,auto,medium,midsize,2000,16.0,24.0,3.0
14492,auto,few,midsize,2000,21.0,29.0,2.2
14493,manual,few,midsize,2000,21.0,29.0,2.2
14494,auto,medium,midsize,2000,18.0,24.0,3.0
14495,auto,few,midsize,2000,21.0,27.0,2.2
14496,manual,few,midsize,2000,21.0,29.0,2.2
14497,auto,medium,midsize,2000,17.0,25.0,3.0
14498,manual,medium,midsize,2000,18.0,26.0,3.0
14499,auto,few,midsize,2000,18.0,26.0,1.8
14500,manual,few,midsize,2000,21.0,29.0,1.8
14501,auto,medium,midsize,2000,16.0,24.0,2.8
14502,manual,medium,midsize,2000,18.0,26.0,2.8
14503,auto,medium,midsize,2000,15.0,22.0,2.8
14504,auto,medium,midsize,2000,17.0,25.0,2.3
14505,manual,medium,midsize,2000,18.0,25.0,2.3
14506,auto,medium,midsize,2000,17.0,25.0,2.4
14507,auto,medium,midsize,2000,18.0,26.0,2.4
14508,manual,medium,midsize,2000,18.0,26.0,2.4
14509,auto,medium,midsize,2000,16.0,23.0,2.4
14510,auto,medium,midsize,2000,15.0,23.0,2.8
14511,auto,medium,midsize,2000,16.0,24.0,2.9
14512,auto,medium,large,2000,15.0,22.0,4.2
14513,auto,medium,large,2000,15.0,21.0,4.4
14514,auto,many,large,2000,11.0,19.0,5.4
14515,auto,medium,large,2000,17.0,27.0,3.8
14516,auto,medium,large,2000,17.0,27.0,3.8
14517,auto,medium,large,2000,16.0,25.0,3.8
14518,auto,medium,large,2000,15.0,26.0,4.6
14519,auto,medium,large,2000,18.0,29.0,3.4
14520,auto,medium,large,2000,18.0,26.0,3.8
14521,auto,medium,large,2000,18.0,26.0,3.8
14522,auto,medium,large,2000,16.0,24.0,3.5
14523,auto,medium,large,2000,18.0,26.0,2.7
14524,auto,medium,large,2000,17.0,25.0,3.2
14525,auto,medium,large,2000,16.0,24.0,3.5
14526,auto,medium,large,2000,18.0,26.0,2.7
14527,auto,medium,large,2000,18.0,26.0,2.7
14528,auto,medium,large,2000,17.0,26.0,3.2
14529,auto,medium,large,2000,16.0,24.0,3.5
14530,auto,medium,large,2000,16.0,23.0,4.6
14531,auto,medium,large,2000,14.0,21.0,4.6
14532,auto,medium,large,2000,18.0,26.0,3.0
14533,auto,medium,large,2000,17.0,26.0,3.0
14534,auto,medium,large,2000,17.0,26.0,3.0
14535,auto,medium,large,2000,13.0,20.0,3.0
14536,auto,medium,large,2000,15.0,23.0,4.6
14537,auto,medium,large,2000,16.0,23.0,4.6
14538,auto,medium,large,2000,15.0,22.0,4.6
14539,auto,medium,large,2000,15.0,22.0,4.3
14540,auto,medium,large,2000,15.0,21.0,5.0
14541,auto,medium,large,2000,17.0,27.0,3.8
14542,auto,medium,large,2000,16.0,25.0,3.8
14543,auto,medium,large,2000,18.0,26.0,3.0
14544,auto,medium,midsize,2000,16.0,24.0,2.8
14545,auto,few,midsize,2000,17.0,26.0,1.8
14546,manual,few,midsize,2000,19.0,26.0,1.8
14547,auto,medium,midsize,2000,15.0,22.0,2.8
14548,manual,medium,midsize,2000,16.0,23.0,2.8
14549,auto,medium,midsize,2000,17.0,25.0,2.5
14550,manual,medium,midsize,2000,18.0,26.0,2.5
14551,auto,medium,midsize,2000,16.0,24.0,2.8
14552,auto,medium,midsize,2000,16.0,24.0,2.8
14553,manual,medium,midsize,2000,16.0,24.0,2.8
14554,auto,medium,midsize,2000,14.0,20.0,4.4
14555,auto,few,midsize,2000,19.0,27.0,2.0
14556,manual,few,midsize,2000,19.0,29.0,2.0
14557,auto,few,midsize,2000,18.0,27.0,2.0
14558,manual,few,midsize,2000,21.0,29.0,2.0
14559,auto,few,midsize,2000,23.0,33.0,1.9
14560,auto,few,midsize,2000,22.0,33.0,1.9
14561,manual,few,midsize,2000,23.0,35.0,1.9
14562,auto,few,midsize,2000,23.0,30.0,1.6
14563,manual,few,midsize,2000,26.0,33.0,1.6
14564,auto,few,midsize,2000,23.0,30.0,1.8
14565,manual,few,midsize,2000,23.0,31.0,1.8
14566,auto,few,midsize,2000,18.0,26.0,1.9
14567,auto,medium,midsize,2000,15.0,22.0,2.8
14568,auto,few,midsize,2000,23.0,30.0,2.0
14569,auto,few,midsize,2000,22.0,29.0,2.0
14570,auto,medium,midsize,2000,17.0,25.0,3.0
14571,auto,medium,midsize,2000,17.0,25.0,3.0
14572,auto,medium,midsize,2000,17.0,25.0,3.0
14573,auto,medium,midsize,2000,13.0,19.0,3.0
14574,auto,medium,midsize,2000,17.0,22.0,3.0
14575,auto,medium,midsize,2000,16.0,20.0,3.0
14576,auto,medium,midsize,2000,17.0,25.0,3.0
14577,auto,medium,midsize,2000,17.0,25.0,3.0
14578,auto,medium,midsize,2000,18.0,25.0,3.2
14579,auto,medium,midsize,2000,18.0,24.0,3.2
14580,auto,few,midsize,2000,17.0,25.0,2.3
14581,auto,few,midsize,2000,17.0,24.0,2.3
14582,manual,few,midsize,2000,18.0,26.0,2.3
14583,manual,few,midsize,2000,17.0,25.0,2.3
14584,auto,medium,midsize,2000,17.0,24.0,3.0
14585,auto,few,midsize,2000,19.0,27.0,2.2
14586,auto,medium,midsize,2000,18.0,24.0,3.0
14587,auto,few,midsize,2000,19.0,25.0,2.5
14588,manual,few,midsize,2000,18.0,26.0,2.5
14589,auto,few,midsize,2000,18.0,26.0,1.8
14590,manual,few,midsize,2000,21.0,29.0,1.8
14591,auto,medium,midsize,2000,16.0,24.0,2.8
14592,manual,medium,midsize,2000,18.0,26.0,2.8
14593,auto,medium,midsize,2000,15.0,22.0,2.8
14594,auto,medium,midsize,2000,17.0,25.0,2.3
14595,manual,medium,midsize,2000,18.0,25.0,2.3
14596,auto,medium,midsize,2000,17.0,25.0,2.4
14597,auto,medium,midsize,2000,18.0,26.0,2.4
14598,manual,medium,midsize,2000,18.0,26.0,2.4
14599,auto,medium,midsize,2000,16.0,23.0,2.4
14600,auto,medium,midsize,2000,16.0,21.0,2.4
14601,auto,few,large,2000,17.0,24.0,2.2
14602,auto,few,large,2000,17.0,23.0,2.2
14603,manual,few,large,2000,21.0,26.0,2.2
14604,manual,few,large,2000,19.0,26.0,2.2
14605,auto,medium,large,2000,15.0,20.0,4.3
14606,manual,medium,large,2000,15.0,21.0,4.3
14607,auto,few,large,2000,17.0,24.0,2.2
14608,auto,few,large,2000,17.0,23.0,2.2
14609,manual,few,large,2000,21.0,26.0,2.2
14610,manual,few,large,2000,19.0,26.0,2.2
14611,auto,medium,large,2000,15.0,20.0,4.3
14612,manual,medium,large,2000,15.0,21.0,4.3
14613,auto,few,large,2000,17.0,24.0,2.2
14614,auto,few,large,2000,17.0,23.0,2.2
14615,manual,few,large,2000,21.0,26.0,2.2
14616,manual,few,large,2000,19.0,26.0,2.2
14617,auto,medium,large,2000,15.0,20.0,4.3
14618,auto,medium,large,2000,15.0,19.0,4.3
14619,manual,medium,large,2000,15.0,21.0,4.3
14620,auto,medium,large,2000,15.0,20.0,4.8
14621,manual,medium,large,2000,15.0,19.0,4.8
14622,auto,medium,large,2000,15.0,19.0,5.3
14623,auto,medium,large,2000,14.0,17.0,5.3
14624,auto,medium,large,2000,11.0,15.0,6.0
14625,manual,few,large,2000,18.0,22.0,2.5
14626,auto,medium,large,2000,15.0,20.0,3.9
14627,manual,medium,large,2000,15.0,21.0,3.9
14628,auto,medium,large,2000,14.0,19.0,4.7
14629,manual,medium,large,2000,13.0,19.0,4.7
14630,auto,medium,large,2000,11.0,16.0,5.9
14631,auto,medium,large,2000,14.0,19.0,3.9
14632,manual,medium,large,2000,14.0,20.0,3.9
14633,auto,medium,large,2000,11.0,17.0,5.2
14634,manual,medium,large,2000,13.0,17.0,5.2
14635,auto,medium,large,2000,11.0,17.0,5.9
14636,auto,medium,large,2000,15.0,19.0,4.2
14637,manual,medium,large,2000,15.0,20.0,4.2
14638,auto,medium,large,2000,14.0,19.0,4.6
14639,manual,medium,large,2000,14.0,19.0,4.6
14640,auto,medium,large,2000,14.0,17.0,5.4
14641,auto,medium,large,2000,11.0,15.0,5.4
14642,auto,medium,large,2000,11.0,16.0,5.4
14643,auto,medium,large,2000,15.0,20.0,3.0
14644,auto,medium,large,2000,11.0,15.0,3.0
14645,manual,medium,large,2000,16.0,21.0,3.0
14646,manual,medium,large,2000,11.0,16.0,3.0
14647,auto,few,large,2000,18.0,23.0,2.5
14648,manual,few,large,2000,19.0,25.0,2.5
14649,auto,medium,large,2000,15.0,20.0,4.0
14650,manual,medium,large,2000,16.0,20.0,4.0
14651,auto,medium,large,2000,15.0,19.0,4.3
14652,manual,medium,large,2000,15.0,21.0,4.3
14653,auto,medium,large,2000,15.0,20.0,4.8
14654,manual,medium,large,2000,15.0,19.0,4.8
14655,auto,medium,large,2000,15.0,19.0,5.3
14656,auto,medium,large,2000,14.0,17.0,5.3
14657,auto,medium,large,2000,11.0,15.0,6.0
14658,auto,few,large,2000,18.0,23.0,2.5
14659,manual,few,large,2000,19.0,25.0,2.5
14660,auto,medium,large,2000,15.0,20.0,3.0
14661,auto,medium,large,2000,11.0,15.0,3.0
14662,manual,medium,large,2000,16.0,21.0,3.0
14663,manual,medium,large,2000,11.0,16.0,3.0
14664,auto,medium,large,2000,15.0,20.0,4.0
14665,manual,medium,large,2000,16.0,20.0,4.0
14666,auto,few,large,2000,18.0,22.0,2.4
14667,manual,few,large,2000,19.0,24.0,2.4
14668,auto,medium,large,2000,15.0,17.0,3.3
14669,manual,medium,large,2000,15.0,17.0,3.3
14670,auto,few,large,2000,18.0,22.0,2.4
14671,manual,few,large,2000,19.0,24.0,2.4
14672,auto,few,large,2000,17.0,20.0,2.7
14673,auto,medium,large,2000,16.0,20.0,3.4
14674,manual,medium,large,2000,17.0,21.0,3.4
14675,auto,medium,large,2000,15.0,17.0,3.4
14676,manual,medium,large,2000,15.0,17.0,3.4
14677,auto,medium,large,2000,14.0,17.0,4.7
14678,auto,medium,large,2000,15.0,19.0,4.3
14679,manual,medium,large,2000,14.0,17.0,4.3
14680,auto,medium,large,2000,14.0,17.0,4.8
14681,manual,medium,large,2000,14.0,17.0,4.8
14682,auto,medium,large,2000,14.0,17.0,5.3
14683,auto,medium,large,2000,15.0,20.0,4.3
14684,manual,medium,large,2000,15.0,20.0,4.3
14685,auto,medium,large,2000,13.0,17.0,3.9
14686,manual,medium,large,2000,14.0,17.0,3.9
14687,auto,medium,large,2000,13.0,17.0,4.7
14688,manual,medium,large,2000,13.0,17.0,4.7
14689,auto,medium,large,2000,11.0,15.0,5.9
14690,auto,medium,large,2000,11.0,15.0,5.2
14691,manual,medium,large,2000,11.0,16.0,5.2
14692,auto,medium,large,2000,11.0,16.0,5.9
14693,auto,medium,large,2000,14.0,17.0,4.2
14694,manual,medium,large,2000,14.0,17.0,4.2
14695,auto,medium,large,2000,13.0,17.0,4.6
14696,manual,medium,large,2000,13.0,17.0,4.6
14697,auto,medium,large,2000,13.0,17.0,5.4
14698,auto,medium,large,2000,14.0,17.0,3.0
14699,manual,medium,large,2000,15.0,20.0,3.0
14700,auto,medium,large,2000,14.0,17.0,4.0
14701,manual,medium,large,2000,15.0,19.0,4.0
14702,auto,medium,large,2000,15.0,19.0,4.3
14703,manual,medium,large,2000,14.0,17.0,4.3
14704,auto,medium,large,2000,14.0,17.0,4.8
14705,manual,medium,large,2000,14.0,17.0,4.8
14706,auto,medium,large,2000,14.0,17.0,5.3
14707,auto,medium,large,2000,15.0,20.0,4.3
14708,manual,medium,large,2000,15.0,20.0,4.3
14709,auto,medium,large,2000,15.0,20.0,4.3
14710,manual,medium,large,2000,15.0,20.0,4.3
14711,auto,medium,large,2000,14.0,17.0,3.0
14712,auto,medium,large,2000,10.0,13.0,3.0
14713,manual,medium,large,2000,15.0,20.0,3.0
14714,manual,medium,large,2000,11.0,15.0,3.0
14715,manual,medium,large,2000,11.0,15.0,3.0
14716,auto,medium,large,2000,14.0,17.0,4.0
14717,manual,medium,large,2000,15.0,19.0,4.0
14718,manual,few,large,2000,16.0,20.0,2.4
14719,auto,medium,large,2000,14.0,17.0,3.3
14720,manual,medium,large,2000,15.0,17.0,3.3
14721,auto,few,large,2000,17.0,20.0,2.7
14722,manual,few,large,2000,15.0,19.0,2.7
14723,auto,medium,large,2000,15.0,19.0,3.4
14724,manual,medium,large,2000,15.0,19.0,3.4
14725,auto,medium,large,2000,14.0,17.0,3.4
14726,manual,medium,large,2000,14.0,17.0,3.4
14727,auto,medium,large,2000,13.0,16.0,4.7
14728,auto,medium,large,2000,15.0,20.0,4.3
14729,auto,medium,large,2000,15.0,19.0,4.3
14730,auto,medium,large,2000,14.0,17.0,4.3
14731,auto,medium,large,2000,13.0,17.0,5.0
14732,auto,medium,large,2000,13.0,17.0,5.7
14733,auto,medium,large,2000,14.0,16.0,3.9
14734,auto,medium,large,2000,11.0,17.0,5.2
14735,auto,medium,large,2000,11.0,16.0,5.9
14736,auto,medium,large,2000,11.0,17.0,5.2
14737,auto,medium,large,2000,11.0,17.0,5.9
14738,auto,medium,large,2000,13.0,17.0,4.2
14739,auto,medium,large,2000,14.0,19.0,4.6
14740,auto,medium,large,2000,14.0,17.0,5.4
14741,auto,medium,large,2000,13.0,17.0,4.2
14742,auto,medium,large,2000,11.0,17.0,5.4
14743,auto,medium,large,2000,11.0,14.0,5.4
14744,auto,medium,large,2000,14.0,17.0,4.3
14745,auto,medium,large,2000,13.0,17.0,5.0
14746,auto,medium,large,2000,13.0,17.0,5.7
14747,auto,medium,large,2000,15.0,20.0,4.3
14748,auto,medium,large,2000,15.0,19.0,4.3
14749,auto,medium,large,2000,15.0,19.0,4.3
14750,auto,medium,large,2000,14.0,17.0,4.3
14751,auto,medium,large,2000,13.0,17.0,4.3
14752,auto,medium,large,2000,13.0,16.0,5.0
14753,auto,medium,large,2000,13.0,17.0,5.7
14754,auto,medium,large,2000,13.0,15.0,3.9
14755,auto,medium,large,2000,11.0,17.0,5.2
14756,auto,medium,large,2000,11.0,14.0,5.2
14757,auto,medium,large,2000,11.0,17.0,5.9
14758,auto,medium,large,2000,13.0,16.0,4.2
14759,auto,medium,large,2000,13.0,17.0,4.6
14760,auto,medium,large,2000,11.0,16.0,5.4
14761,auto,medium,large,2000,13.0,17.0,4.3
14762,auto,medium,large,2000,13.0,16.0,5.0
14763,auto,medium,large,2000,13.0,17.0,5.7
14764,auto,medium,large,2000,15.0,19.0,4.3
14765,auto,medium,large,2000,14.0,17.0,4.3
14766,auto,medium,midsize,2000,15.0,17.0,4.0
14767,auto,medium,midsize,2000,13.0,17.0,2.8
14768,auto,medium,large,2000,17.0,24.0,3.4
14769,auto,medium,large,2000,15.0,22.0,3.3
14770,auto,medium,large,2000,15.0,22.0,3.3
14771,auto,medium,large,2000,15.0,22.0,3.8
14772,auto,few,large,2000,18.0,24.0,2.4
14773,auto,medium,large,2000,16.0,23.0,3.0
14774,auto,medium,large,2000,16.0,23.0,3.3
14775,auto,medium,large,2000,16.0,23.0,3.3
14776,auto,medium,large,2000,15.0,22.0,3.8
14777,auto,medium,large,2000,15.0,22.0,3.8
14778,auto,medium,large,2000,15.0,21.0,3.0
14779,auto,medium,large,2000,16.0,21.0,3.8
14780,auto,medium,large,2000,15.0,21.0,3.0
14781,auto,medium,large,2000,15.0,21.0,3.8
14782,auto,medium,large,2000,16.0,23.0,3.5
14783,auto,medium,large,2000,16.0,21.0,2.5
14784,auto,medium,large,2000,15.0,22.0,3.3
14785,auto,medium,large,2000,15.0,22.0,3.3
14786,auto,medium,large,2000,17.0,24.0,3.4
14787,auto,few,large,2000,18.0,24.0,2.4
14788,auto,medium,large,2000,16.0,23.0,3.0
14789,auto,medium,large,2000,16.0,23.0,3.3
14790,auto,medium,large,2000,16.0,23.0,3.3
14791,auto,medium,large,2000,15.0,22.0,3.8
14792,auto,medium,large,2000,17.0,24.0,3.4
14793,auto,medium,large,2000,16.0,22.0,3.0
14794,auto,medium,large,2000,14.0,19.0,2.8
14795,auto,medium,large,2000,15.0,21.0,3.8
14796,auto,medium,large,2000,15.0,21.0,3.8
14797,auto,medium,large,2000,15.0,21.0,3.8
14798,auto,medium,midsize,2000,15.0,20.0,4.3
14799,manual,medium,midsize,2000,15.0,21.0,4.3
14800,auto,medium,midsize,2000,13.0,17.0,5.7
14801,auto,medium,midsize,2000,14.0,19.0,4.8
14802,auto,medium,midsize,2000,13.0,17.0,4.8
14803,auto,medium,midsize,2000,13.0,17.0,5.7
14804,manual,few,midsize,2000,22.0,26.0,1.6
14805,auto,few,midsize,2000,21.0,23.0,2.0
14806,manual,few,midsize,2000,21.0,23.0,2.0
14807,auto,few,midsize,2000,21.0,24.0,2.0
14808,manual,few,midsize,2000,21.0,23.0,2.0
14809,auto,medium,midsize,2000,14.0,19.0,4.7
14810,auto,medium,midsize,2000,13.0,17.0,5.2
14811,auto,medium,midsize,2000,11.0,16.0,5.9
14812,auto,medium,midsize,2000,14.0,19.0,4.6
14813,auto,medium,midsize,2000,11.0,17.0,5.4
14814,auto,medium,midsize,2000,15.0,20.0,4.0
14815,auto,medium,midsize,2000,15.0,20.0,4.0
14816,auto,medium,midsize,2000,15.0,17.0,4.0
14817,auto,medium,midsize,2000,10.0,12.0,4.0
14818,manual,medium,midsize,2000,16.0,21.0,4.0
14819,auto,medium,midsize,2000,13.0,19.0,5.0
14820,auto,medium,midsize,2000,14.0,19.0,4.8
14821,auto,medium,midsize,2000,13.0,17.0,4.8
14822,auto,medium,midsize,2000,13.0,17.0,5.7
14823,auto,medium,midsize,2000,13.0,17.0,5.7
14824,auto,medium,midsize,2000,15.0,20.0,4.3
14825,manual,medium,midsize,2000,15.0,21.0,4.3
14826,auto,few,midsize,2000,19.0,23.0,2.0
14827,auto,medium,midsize,2000,15.0,20.0,3.2
14828,manual,medium,midsize,2000,15.0,19.0,3.2
14829,manual,few,midsize,2000,18.0,21.0,2.2
14830,auto,medium,midsize,2000,15.0,17.0,3.2
14831,manual,few,midsize,2000,18.0,21.0,2.2
14832,auto,medium,midsize,2000,15.0,20.0,3.2
14833,manual,medium,midsize,2000,15.0,19.0,3.2
14834,auto,medium,midsize,2000,14.0,17.0,3.5
14835,auto,few,midsize,2000,16.0,21.0,2.5
14836,manual,few,midsize,2000,18.0,22.0,2.5
14837,auto,medium,midsize,2000,15.0,20.0,4.0
14838,manual,medium,midsize,2000,16.0,22.0,4.0
14839,auto,medium,midsize,2000,15.0,20.0,4.0
14840,auto,medium,midsize,2000,14.0,19.0,4.7
14841,auto,few,midsize,2000,16.0,20.0,2.0
14842,manual,few,midsize,2000,18.0,21.0,2.0
14843,auto,medium,midsize,2000,11.0,16.0,5.4
14844,auto,medium,midsize,2000,15.0,20.0,4.0
14845,auto,medium,midsize,2000,13.0,19.0,5.0
14846,auto,medium,midsize,2000,15.0,19.0,3.0
14847,auto,medium,midsize,2000,15.0,19.0,3.5
14848,auto,few,midsize,2000,17.0,22.0,2.4
14849,manual,few,midsize,2000,19.0,22.0,2.4
14850,auto,medium,midsize,2000,15.0,19.0,3.0
14851,auto,medium,midsize,2000,15.0,17.0,3.3
14852,manual,medium,midsize,2000,15.0,17.0,3.3
14853,manual,few,midsize,2000,17.0,22.0,2.4
14854,auto,medium,midsize,2000,15.0,17.0,3.3
14855,manual,medium,midsize,2000,15.0,17.0,3.3
14856,auto,medium,midsize,2000,17.0,20.0,2.5
14857,manual,medium,midsize,2000,17.0,20.0,2.5
14858,auto,few,midsize,2000,22.0,25.0,1.6
14859,manual,few,midsize,2000,22.0,26.0,1.6
14860,auto,few,midsize,2000,21.0,23.0,2.0
14861,manual,few,midsize,2000,19.0,22.0,2.0
14862,auto,few,midsize,2000,21.0,23.0,2.0
14863,manual,few,midsize,2000,19.0,23.0,2.0
14864,auto,few,midsize,2000,18.0,22.0,2.7
14865,manual,few,midsize,2000,16.0,21.0,2.7
14866,auto,medium,midsize,2000,15.0,20.0,3.4
14867,auto,few,midsize,2000,21.0,26.0,2.0
14868,manual,few,midsize,2000,21.0,26.0,2.0
14869,auto,few,midsize,2000,21.0,26.0,2.0
14870,manual,few,midsize,2000,21.0,26.0,2.0
14871,auto,medium,midsize,2000,11.0,16.0,4.4
14872,auto,medium,midsize,2000,11.0,15.0,5.7
14873,auto,medium,midsize,2000,15.0,19.0,4.3
14874,manual,medium,midsize,2000,14.0,17.0,4.3
14875,auto,medium,midsize,2000,13.0,15.0,5.3
14876,auto,medium,midsize,2000,13.0,17.0,4.8
14877,auto,medium,midsize,2000,13.0,16.0,5.3
14878,auto,medium,midsize,2000,11.0,15.0,5.7
14879,manual,few,midsize,2000,22.0,25.0,1.6
14880,auto,few,midsize,2000,21.0,23.0,2.0
14881,manual,few,midsize,2000,19.0,23.0,2.0
14882,auto,few,midsize,2000,21.0,23.0,2.0
14883,manual,few,midsize,2000,19.0,23.0,2.0
14884,auto,medium,midsize,2000,13.0,17.0,4.7
14885,auto,medium,midsize,2000,11.0,15.0,5.9
14886,auto,medium,midsize,2000,13.0,17.0,4.6
14887,auto,medium,midsize,2000,11.0,15.0,5.4
14888,auto,medium,midsize,2000,15.0,19.0,4.0
14889,auto,medium,midsize,2000,14.0,19.0,4.0
14890,manual,medium,midsize,2000,15.0,19.0,4.0
14891,auto,medium,midsize,2000,13.0,19.0,5.0
14892,auto,medium,midsize,2000,15.0,19.0,4.3
14893,manual,medium,midsize,2000,14.0,17.0,4.3
14894,auto,medium,midsize,2000,13.0,17.0,4.8
14895,auto,medium,midsize,2000,13.0,16.0,5.3
14896,auto,medium,midsize,2000,11.0,15.0,5.7
14897,auto,medium,midsize,2000,13.0,15.0,5.3
14898,auto,few,midsize,2000,19.0,23.0,2.0
14899,manual,few,midsize,2000,19.0,23.0,2.0
14900,auto,medium,midsize,2000,15.0,19.0,3.2
14901,manual,medium,midsize,2000,15.0,19.0,3.2
14902,auto,medium,midsize,2000,14.0,17.0,3.3
14903,auto,medium,midsize,2000,15.0,17.0,3.2
14904,manual,medium,midsize,2000,15.0,19.0,3.2
14905,auto,medium,midsize,2000,15.0,19.0,3.2
14906,manual,medium,midsize,2000,15.0,19.0,3.2
14907,auto,medium,midsize,2000,14.0,17.0,3.5
14908,manual,medium,midsize,2000,14.0,17.0,3.5
14909,auto,medium,midsize,2000,14.0,17.0,3.5
14910,manual,few,midsize,2000,16.0,19.0,2.5
14911,auto,medium,midsize,2000,15.0,19.0,4.0
14912,manual,medium,midsize,2000,15.0,20.0,4.0
14913,auto,medium,midsize,2000,15.0,20.0,4.0
14914,auto,medium,midsize,2000,14.0,17.0,4.7
14915,auto,few,midsize,2000,15.0,17.0,2.5
14916,manual,few,midsize,2000,16.0,19.0,2.5
14917,auto,medium,midsize,2000,14.0,17.0,4.0
14918,manual,medium,midsize,2000,15.0,17.0,4.0
14919,auto,few,midsize,2000,17.0,20.0,2.0
14920,manual,few,midsize,2000,18.0,20.0,2.0
14921,auto,medium,midsize,2000,11.0,16.0,4.0
14922,auto,medium,midsize,2000,11.0,16.0,4.0
14923,auto,medium,midsize,2000,11.0,14.0,4.6
14924,auto,medium,midsize,2000,11.0,15.0,4.7
14925,auto,medium,midsize,2000,11.0,16.0,5.4
14926,auto,medium,midsize,2000,15.0,19.0,3.2
14927,auto,medium,midsize,2000,14.0,17.0,4.3
14928,auto,medium,midsize,2000,13.0,16.0,5.5
14929,auto,medium,midsize,2000,15.0,19.0,4.0
14930,auto,medium,midsize,2000,13.0,19.0,5.0
14931,auto,medium,midsize,2000,15.0,19.0,3.0
14932,manual,medium,midsize,2000,15.0,17.0,3.0
14933,auto,medium,midsize,2000,15.0,17.0,3.5
14934,auto,medium,midsize,2000,15.0,19.0,3.0
