,age,sex,education,income,east-west,happiness,health,lived_abroad,orientation,Emb_dim1,Emb_dim2
59,48,Female,5,3500,West,7,4,Yes,6,-6.51977632165625,17.05292494993764
60,53,Male,4,3500,West,9,4,No,6,-6.498336170181511,19.9906881824787
61,82,Female,5,1600,East,8,3,No,1,-7.745773419456525,15.136055588899431
62,32,Female,5,3400,West,10,4,Yes,6,-7.38485200801066,-98.04962929797584
63,37,Male,4,1200,East,9,4,Yes,6,-7.857343703726338,15.4187032883145
64,78,Male,2,1600,West,10,4,No,5,-7.752755757351253,15.15374695448648
65,64,Male,5,2500,West,5,2,No,3,-7.862357393196351,15.43143822176117
66,20,Female,3,380,West,8,4,No,6,-7.694566318008415,15.013786520425374
67,48,Male,5,3500,East,8,4,No,3,-6.5013423783317075,18.218802047326992
68,42,Female,5,1900,West,7,4,No,3,-7.862881084305069,15.432769225246503
69,76,Female,2,1500,East,9,3,No,1,-7.757400586681904,15.165654090509749
70,38,Male,4,2500,West,10,3,No,5,-7.862182903366125,15.43099474332166
71,80,Female,2,200,West,8,3,No,3,-7.477542507848955,14.464435634609648
72,42,Female,3,404,East,5,2,No,11,-7.680355218944684,14.97893585920814
73,18,Male,5,800,West,8,4,Yes,6,-7.612519616678241,14.805562583992234
74,62,Female,3,1300,East,8,5,No,6,-7.809885039311327,15.298373453019552
75,62,Female,3,688,West,8,4,No,3,-7.708532206128615,15.046433664686411
76,81,Male,2,1313,East,6,2,No,9,-7.808675909958974,15.29530859649204
77,42,Female,5,2400,West,8,2,No,3,-7.8619780599719205,15.4304744009954
78,57,Male,5,950,West,5,2,No,1,-7.858883828272878,15.422610770497936
79,76,Male,2,900,East,8,2,No,9,-7.860090562602619,15.42567822367944
80,48,Female,5,2000,West,8,4,Yes,2,-7.8487916248703025,15.397021843845586
81,53,Male,2,680,East,5,2,No,9,-7.699345580788737,15.023327371093776
82,77,Male,4,3300,West,8,3,No,6,-7.895828515398466,-206.14684812847037
83,67,Female,3,500,West,10,4,Yes,5,-7.2492669720877405,13.890906635079785
84,37,Female,5,1200,East,7,5,Yes,6,-7.857219215478846,15.418387016209113
85,33,Male,3,1220,East,6,3,No,4,-7.852628070680583,15.406721156855829
86,64,Male,5,3500,East,9,4,No,3,-6.435846457109413,22.77973564314225
87,64,Male,4,688,East,8,5,No,6,-7.704299824875065,15.035814901093516
88,57,Male,5,3000,West,6,3,No,2,-9.096413034288318,-484.2675043259766
89,51,Male,3,1500,East,5,3,No,3,-7.786638568228453,15.239712254872122
90,40,Female,4,2050,West,9,4,No,6,-7.844699216531071,15.386602671258547
91,67,Male,5,1800,West,6,4,No,6,-7.826470699951266,15.340542155045924
92,30,Female,5,875,West,8,5,Yes,2,-7.854587129443252,15.411692539276057
93,57,Male,3,1300,East,9,4,No,1,-7.814596014176659,15.31032187864575
94,59,Male,5,3750,West,9,4,No,6,-4.114043207541954,277.4025007085015
95,47,Female,3,1188,East,5,3,No,3,-7.8484917144201845,15.39621439592273
96,33,Male,5,2400,West,8,5,Yes,2,-7.861529653713617,15.429334758818674
97,90,Male,2,2125,West,9,3,Yes,5,-7.786345306501456,15.23857189756472
98,24,Male,5,700,West,9,5,Yes,6,-7.70497755263203,15.037839233316976
99,22,Female,5,280,West,9,4,No,1,-7.432204317528249,14.35105589482066
100,64,Female,5,564,West,9,5,No,5,-7.480119876212201,14.471588412351348
101,34,Female,3,280,East,9,5,No,11,-7.435822368629844,14.36014483052464
102,53,Male,5,1500,East,8,3,No,3,-7.785631607649727,15.237161695616694
103,23,Female,5,1200,West,9,5,Yes,2,-7.853336817435462,15.408523593615724
104,49,Female,5,1313,West,10,5,No,6,-7.818323681330546,15.319775728424268
105,73,Female,2,960,East,9,4,No,6,-7.860548213847455,15.426840672682301
106,51,Male,5,2875,West,4,4,Yes,2,-9.206490603559539,-600.9189440651378
107,64,Female,3,1400,East,8,3,No,2,-7.816946219498726,15.316281467541103
108,25,Female,5,1082,West,8,2,No,2,-7.857159487237023,15.418228286994415
109,27,Male,3,1579,West,8,5,No,6,-7.8152287764330834,15.312073486546465
110,73,Female,3,813,East,8,4,Yes,2,-7.448171622214653,14.392586629233689
111,23,Male,3,700,West,6,3,No,1,-7.704532663849436,15.03673457042853
112,24,Female,4,300,East,9,4,No,2,-7.37740189523622,14.213407820472543
113,84,Female,1,2000,West,10,3,No,3,-7.83379990945698,15.358972585417918
114,27,Male,5,1500,East,9,5,No,3,-7.8018304577984585,15.278188473740705
115,49,Female,4,2096,West,4,2,Yes,2,-7.823880342528235,15.333715311231831
116,76,Male,2,1150,West,8,4,No,1,-7.83707458694906,15.367209182030036
117,46,Male,3,2000,East,9,4,No,4,-7.849436408033929,15.398657392126161
118,53,Female,5,1000,West,9,2,No,6,-7.862764503548859,15.432472919209221
119,25,Male,3,1300,West,8,3,No,6,-7.79405665834538,15.258220865670351
120,54,Female,3,1500,West,7,4,No,3,-7.783099267606573,15.230747835589225
121,76,Female,2,700,East,9,4,No,5,-7.688268354698443,14.995687032273992
122,76,Male,2,1438,West,10,4,No,3,-7.770970997261965,15.199623064909103
123,39,Female,5,1200,West,9,5,No,6,-7.857554419425645,15.419238817131218
124,28,Male,3,2000,West,3,4,No,9,-7.845429670800114,15.388484510014523
125,48,Female,5,1600,West,5,3,Yes,1,-7.782842291488708,15.229998944995906
126,45,Female,3,2200,East,9,4,No,3,-7.841130755166735,15.377597628955566
127,65,Female,5,1500,East,8,5,No,6,-7.773052823285042,15.205300807751167
128,71,Male,2,1200,West,10,5,No,3,-7.8549749229657335,15.412686112991723
129,67,Female,3,850,West,10,5,No,6,-7.856637970360342,15.41690369487179
130,52,Male,5,4500,West,7,3,No,6,7.579198769135884,1150.049369711382
131,57,Male,2,350,East,5,1,No,9,-7.686051424501523,14.990992525181156
132,20,Female,2,300,West,8,4,Yes,3,-7.376561379929824,14.211296813262305
133,55,Male,3,2300,West,8,5,Yes,6,-7.81789859608451,15.318643703424673
134,67,Female,5,2400,West,10,4,No,3,-7.861199028891246,15.428494592205407
135,54,Male,4,3550,West,8,4,No,6,-6.093566238800156,69.11812352782209
136,74,Female,2,1200,East,8,4,No,3,-7.854516245580608,15.411520337913926
137,57,Male,5,6250,West,9,5,Yes,1,543.7748301697821,7.775982696563181
138,71,Female,3,1188,West,8,4,No,5,-7.8533189255629345,15.40847913980993
139,73,Male,5,2500,East,9,3,No,9,-7.861698751439664,15.429764207561288
140,54,Female,3,2000,East,8,4,No,6,-7.846372966232772,15.390884631134483
141,20,Female,5,1400,East,8,5,Yes,9,-7.822956142047081,15.331519257457058
142,33,Male,5,3300,West,9,4,No,3,-7.991119177063707,-194.01735695974915
143,39,Male,3,1438,East,9,4,No,9,-7.806325975946944,15.289317171212662
144,81,Male,2,1438,West,8,4,No,9,-7.765556848752992,15.185887809996105
145,79,Male,2,1500,East,8,3,No,3,-7.753861201741735,15.156688736095537
146,57,Male,3,2300,West,9,4,Yes,3,-7.817976636330244,15.318841728604662
147,21,Female,5,800,West,8,5,No,6,-7.606356068634038,14.7900761003755
148,47,Male,4,2500,West,7,4,No,9,-7.862580248014287,15.432004638009838
149,51,Male,2,1700,West,10,3,No,3,-7.7759802286302975,15.212506004057193
150,58,Male,4,150,West,10,5,No,6,-7.342615866557834,14.124668151399629
151,79,Male,5,1600,West,10,3,Yes,6,-7.749740080531087,15.146106170948508
152,55,Female,5,1800,East,7,3,No,6,-7.829031372108571,15.347034939644853
153,45,Female,5,1500,West,10,4,No,5,-7.794731113532539,15.260208655392479
154,51,Male,5,2100,West,7,2,Yes,2,-7.820030407260725,15.323936951922542
155,48,Female,3,1500,East,4,3,No,9,-7.787608807713246,15.242169614031432
156,26,Male,5,650,West,6,4,No,6,-7.684540501370361,14.986142402052442
157,53,Male,2,2500,West,8,3,No,9,-7.862673795240641,15.432242396481975
158,72,Male,3,900,East,3,3,No,1,-7.860784675724034,15.427442085019784
159,29,Male,5,2400,East,8,4,Yes,3,-7.861273041934339,15.428682587005882
160,31,Male,3,1800,East,8,4,No,5,-7.824981857738637,15.336777584489413
161,65,Male,1,1050,East,5,3,No,1,-7.862571203251102,15.431981622025203
162,54,Female,4,1000,East,8,4,No,1,-7.862708854308207,15.432331478275584
163,47,Female,2,1500,West,9,4,No,3,-7.792974073114421,15.255758487821335
164,49,Female,3,1600,West,10,5,No,3,-7.786093023154734,15.238234955551013
165,28,Female,5,2100,West,9,5,No,2,-7.808962988860545,15.295827522565286
166,31,Male,5,2400,East,8,4,Yes,4,-7.861415221818723,15.429043933368213
167,51,Female,3,450,West,6,3,No,6,-7.582366394432003,14.734857617737354
168,61,Male,2,830,West,7,1,No,3,-7.416759129162838,14.313638087698395
169,19,Male,5,450,West,8,4,No,5,-7.516651074127891,14.570672124519554
170,35,Female,3,1800,West,5,2,No,3,-7.827960338889679,15.344323693857511
171,44,Male,5,6250,East,9,4,No,2,544.9577823033555,7.761060083462946
172,39,Male,3,2100,West,9,5,Yes,3,-7.815350113088419,15.312049351121763
173,31,Male,3,1250,East,8,3,No,4,-7.834850697503477,15.361552042369807
174,61,Female,2,3000,West,10,4,Yes,3,-9.091604288371132,-487.01837178051113
175,76,Male,2,2300,West,9,3,No,6,-7.806462238417604,15.289623761228109
176,56,Male,4,600,West,5,3,No,1,-7.561017446513071,14.675175938164422
177,21,Male,2,1200,West,4,4,No,2,-7.852151558086724,15.405512402306753
178,52,Male,5,7500,West,8,4,No,6,-714.0233990572824,16.744216115524544
179,60,Female,3,1500,East,9,4,No,3,-7.779738081827544,15.222233982775597
180,32,Female,3,900,West,10,5,Yes,6,-7.856824581231353,15.417378510525007
181,22,Female,5,750,West,9,4,No,1,-7.691452130583113,15.003854985612556
182,76,Male,2,2800,West,6,1,No,2,-9.153273888413153,-664.8270953256255
183,45,Male,5,1200,West,4,3,No,3,-7.85749231983081,15.419081360470873
184,64,Female,2,350,West,9,3,No,6,-7.678217458268943,14.971290181767754
185,45,Male,5,8750,West,9,5,Yes,6,-2147.3060391120785,19.583562484646283
186,54,Male,3,3500,West,8,4,No,6,-6.494783651360655,20.299902610598906
187,55,Female,3,1500,East,5,3,No,9,-7.781487480299158,15.22666525937051
188,48,Female,5,2100,West,9,4,No,1,-7.819029397043825,15.321394382122694
189,53,Male,5,3500,East,8,4,Yes,1,-6.488835104256865,19.169909672130835
190,71,Male,2,2125,West,8,3,No,5,-7.799906597990216,15.272985203602282
191,40,Male,2,4000,West,8,4,No,6,-0.8650303958935424,557.9357296115638
192,35,Male,2,650,East,8,4,No,9,-7.686588552104137,14.991239537978585
193,56,Male,3,1600,East,7,3,No,6,-7.779309184519425,15.221042728596675
194,80,Female,2,900,East,5,2,No,1,-7.859874960167136,15.425130323623618
195,65,Female,3,850,East,9,4,No,3,-7.856454385769703,15.416437143865895
196,49,Female,3,813,East,8,3,No,11,-7.39093043447019,14.248723199747763
197,57,Female,2,1200,West,8,4,No,6,-7.857559224279978,15.419252154254337
198,64,Male,2,1600,West,7,3,No,6,-7.771035267370532,15.200073343908572
199,31,Female,5,1300,West,8,5,Yes,3,-7.8004663554276075,15.274479559493116
200,37,Male,3,1600,East,7,4,No,9,-7.797520169916289,15.267190220705496
201,34,Female,3,1063,West,5,3,No,3,-7.863003678104013,15.433080815249877
202,70,Female,4,813,West,9,2,No,6,-7.458924634319311,14.419606070590651
203,81,Female,3,1833,West,8,2,No,3,-7.804402160586736,15.284586403713893
204,34,Female,3,1900,West,8,4,No,2,-7.862731926410643,15.432390116600404
205,41,Female,3,1188,East,6,4,No,2,-7.851071352714826,15.402768163040937
206,64,Female,3,1100,West,10,4,No,2,-7.861405466300603,15.429019199483808
207,29,Male,5,1500,West,5,4,Yes,3,-7.80238539258343,15.279593876361744
208,84,Male,2,1800,East,10,4,No,3,-7.821299118548735,15.327428784990863
209,30,Male,3,1600,West,10,5,No,2,-7.804855505312095,15.28577756265274
210,60,Male,3,320,East,6,3,No,3,-7.665396326456898,14.93850197116742
211,75,Female,2,1063,East,8,3,No,3,-7.862626983948765,15.432123398914218
212,70,Female,5,2875,West,9,3,No,6,-9.190965513745398,-616.2225984279729
213,65,Male,3,1063,West,8,3,No,3,-7.862699663421529,15.432308122202075
214,67,Female,3,950,East,9,4,No,3,-7.859145908405404,15.423276823425693
215,24,Male,2,1300,West,8,4,No,11,-7.790524330069544,15.24926082193335
216,43,Female,3,1400,West,8,4,No,3,-7.833116158838208,15.35728906307629
217,23,Male,5,1500,West,8,4,No,5,-7.797010041711662,15.265980113976306
218,57,Male,3,1900,West,10,5,Yes,6,-7.862778600026096,15.432508745292248
219,39,Male,5,1200,West,5,2,Yes,2,-7.857160862568119,15.418238814250504
220,56,Male,5,1875,East,9,4,No,2,-7.756669284913498,15.16355982984337
221,36,Male,5,3100,West,9,5,Yes,9,-8.839458276677167,-378.14176009041955
222,65,Male,4,2900,West,9,4,No,6,-9.191458092985322,-599.8501117767264
223,65,Female,4,1300,West,8,3,No,1,-7.808976964607288,15.296070339735305
224,48,Female,2,700,West,10,5,No,3,-7.70900762113919,15.047791473559142
225,66,Male,2,3000,West,8,3,No,6,-9.085093883714414,-489.9701468360796
226,85,Male,1,900,East,7,3,No,6,-7.859169665692304,15.423338026312903
227,33,Female,5,1600,West,2,3,Yes,2,-7.798781531964338,15.270388152750682
228,58,Male,3,742,East,8,3,No,3,-7.608590999280207,14.795751862157735
229,23,Male,2,1200,West,10,3,No,3,-7.853354031473325,15.408567326377703
230,85,Female,1,1800,East,7,2,Yes,3,-7.82115173454143,15.327055245411495
231,31,Male,3,1500,West,8,4,No,3,-7.806379740634868,15.289709898438185
232,74,Male,2,550,West,9,3,No,9,-7.432655545800226,14.352194130902467
233,81,Male,2,1100,West,8,3,No,6,-7.859509210850989,15.42419997251842
234,54,Male,3,2875,East,8,4,No,9,-9.202124912477966,-605.3575447340704
235,56,Male,3,1875,East,7,4,No,5,-7.7563185881833485,15.162670603413002
236,26,Male,5,1300,West,7,3,No,2,-7.7955980573933505,15.262130759000183
237,86,Male,3,1700,East,7,3,No,1,-7.738302502032929,15.116969310834023
238,47,Female,5,900,West,8,5,No,2,-7.859393021932387,15.423905567546537
239,88,Male,5,3000,West,3,4,No,5,-9.05736063438855,-494.846929548939
240,62,Female,2,887,West,10,3,No,3,-7.860918047811364,15.42778090297776
241,51,Female,5,900,West,10,2,No,9,-7.859735849889833,15.424776783297512
242,46,Male,3,6250,East,8,4,Yes,6,544.8312913027335,7.762970672070549
243,75,Male,5,3000,West,5,2,Yes,9,-9.072702806527051,-489.8979401825866
244,22,Male,5,1500,West,10,5,Yes,2,-7.796473968079155,15.264622418892124
245,57,Female,2,674,West,5,1,No,6,-7.702719222138916,15.031751663625364
246,34,Female,4,1600,West,8,4,No,6,-7.801546942781952,15.277392167498174
247,55,Female,3,813,West,8,3,No,6,-7.416259962501102,14.312380801577083
248,58,Male,2,1100,West,4,3,No,2,-7.861608229751608,15.429534515069435
249,22,Male,5,300,West,8,4,No,6,-7.376192678151585,14.210362796405713
250,54,Female,3,1400,West,6,2,No,5,-7.826004682105118,15.339254598221881
251,83,Male,2,1050,West,10,3,No,6,-7.862622332495785,15.432111575800825
252,65,Male,2,1800,West,8,4,No,3,-7.827902901886099,15.344172089938393
253,59,Male,2,3500,West,10,5,No,3,-6.468607051772892,21.13258843496241
254,68,Female,3,350,West,10,5,No,2,-7.668958786177871,14.948126014693802
255,24,Male,5,700,West,8,3,No,4,-7.7061573950082645,15.04079923729307
256,30,Male,3,1550,West,8,3,Yes,4,-7.821091559163162,15.326947500786877
257,76,Male,5,2400,West,8,3,No,6,-7.860519031867996,15.426766414521238
258,49,Male,5,2000,West,5,3,No,3,-7.847730380959628,15.394328639482849
259,32,Female,4,1900,West,9,3,Yes,1,-7.862674075147883,15.432243078381525
260,31,Male,3,1600,West,10,5,Yes,3,-7.805125043188992,15.286459753657493
261,57,Female,3,1800,West,8,3,No,11,-7.826404471147592,15.34037929778321
262,71,Male,5,2400,West,10,4,No,3,-7.860934131391865,15.427821369680487
263,60,Male,5,5800,West,10,5,No,6,953.7216970348935,3.046643731256486
264,52,Male,5,2400,East,6,4,No,1,-7.861914518992475,15.430312949069558
265,45,Male,3,1500,East,3,3,No,5,-7.787851421594678,15.242784432672273
266,23,Male,3,1100,West,9,5,No,9,-7.858891895360163,15.422631100285738
267,23,Male,5,500,West,6,4,No,2,-7.444831660999425,14.391077112851887
268,75,Female,2,1050,West,3,1,No,6,-7.862433506002544,15.431631646916202
269,38,Female,5,900,West,7,3,Yes,2,-7.8581065204989455,15.42063624638571
270,73,Female,3,300,West,10,4,No,3,-7.641940286071864,14.87913137329847
271,34,Female,5,630,East,3,1,No,2,-7.643141646149485,14.882256941427588
272,32,Male,5,1700,West,8,3,No,3,-7.783204662754174,15.230826535167918
273,47,Male,2,1235,West,7,4,No,6,-7.845533050814911,15.388693682548325
274,26,Male,3,1200,East,7,2,No,4,-7.854042801616787,15.410317162180451
275,67,Male,5,2800,West,8,3,No,3,-9.159778121591993,-661.7652464682028
276,48,Male,3,3000,West,8,4,Yes,6,-9.104710405678302,-477.9898281083413
277,44,Female,3,1200,West,9,5,Yes,5,-7.857837398723539,15.419958148309803
278,56,Male,2,1875,West,7,4,No,3,-7.7568207130580005,15.163943761706733
279,44,Female,2,1100,West,3,2,No,9,-7.860897787164603,15.427729002296845
280,75,Female,2,1200,West,6,3,No,6,-7.855107503109492,15.41302273531011
281,74,Male,2,1050,West,8,4,No,3,-7.862496167346672,15.431790909312063
282,47,Male,3,1100,East,7,4,No,4,-7.861599648847499,15.429512705453451
283,21,Male,4,450,West,9,5,No,5,-7.521896330083921,14.58378303552165
284,49,Female,3,960,East,9,4,No,3,-7.860026048618091,15.42551359989131
285,36,Female,5,2100,West,8,4,No,6,-7.813801077967682,15.308115037898718
286,67,Male,5,2000,West,8,4,Yes,2,-7.842616987677637,15.381352546105843
287,30,Female,5,380,West,10,4,No,6,-7.696052178872687,15.017558116154348
288,56,Male,3,970,East,8,2,No,5,-7.86092477625829,15.427797650178267
289,33,Male,2,2100,West,2,3,No,9,-7.808566211596762,15.29481967684938
290,37,Male,2,1050,East,7,4,No,11,-7.862987636349724,15.433040042188226
291,21,Male,5,300,West,9,4,Yes,2,-7.377675376914368,14.214094784385166
292,41,Female,3,1850,West,9,4,No,2,-7.762485523597132,15.178308773817365
293,38,Female,3,2170,East,9,3,No,1,-7.836111831908407,15.364860780774777
294,48,Female,5,1200,West,8,5,No,3,-7.857704769850861,15.419621461925475
295,73,Female,3,955,East,5,1,No,6,-7.860132026550949,15.42578295191537
296,81,Female,3,1063,East,10,2,No,2,-7.86262620390092,15.432121416026794
297,81,Male,2,1300,West,10,4,Yes,9,-7.8037533181036745,15.28282181370048
298,29,Female,5,800,West,10,5,No,2,-7.588501013837289,14.745213078726868
299,70,Female,5,1500,East,7,3,No,1,-7.762765646600686,15.179243874327875
300,82,Male,3,1800,East,8,4,No,1,-7.821887997451957,15.328921272721908
301,21,Female,4,450,West,3,4,No,1,-7.518519409049519,14.575342094143817
302,65,Male,2,3000,West,9,4,No,6,-9.08655677559653,-489.8958476022961
303,77,Female,2,2600,West,8,3,Yes,5,-8.644182267137486,-828.135519807316
304,46,Male,3,2625,East,8,4,No,2,-8.761441590979784,-803.0384710287061
305,51,Female,3,1875,West,9,4,No,3,-7.750766967563798,15.148594331730724
306,57,Female,5,2000,East,10,5,No,6,-7.8450346707373395,15.387488334947305
307,20,Male,3,270,West,8,3,No,5,-7.452159751828991,14.401159797856346
308,26,Female,5,2000,West,5,4,Yes,2,-7.844840940224976,15.386989502221864
309,25,Female,3,670,West,9,4,No,3,-7.700746252777017,15.026950373772651
310,57,Female,3,1600,East,8,5,No,9,-7.77708977366697,15.215418882446746
311,64,Male,2,2200,West,9,4,No,2,-7.838698407130056,15.371428030601583
312,42,Female,2,1000,West,10,4,No,3,-7.862893609280638,15.432801060228165
313,40,Male,5,5200,East,5,3,No,6,1465.2551143489898,-4.499166320642776
314,48,Male,5,2500,West,8,4,No,9,-7.862597640604287,15.432048842831898
315,31,Male,3,2400,West,8,2,No,5,-7.861402444098597,15.429011459372502
316,56,Male,2,2200,West,8,3,No,3,-7.842103628864931,15.380066358430597
317,31,Female,3,1100,West,8,3,Yes,3,-7.860388321191042,15.426434174471652
318,53,Female,3,500,East,5,1,No,9,-7.211807651585707,13.796693181421562
319,39,Female,3,700,West,7,4,No,3,-7.706481982376278,15.041523551460367
320,56,Female,5,2500,West,8,4,No,6,-7.862631430427066,15.432134720387973
321,51,Female,2,1200,West,5,2,No,9,-7.857127841178715,15.418156083873374
322,56,Male,5,4250,East,9,4,Yes,9,2.9334636039550017,843.1829998626016
323,59,Male,2,620,East,6,1,No,5,-7.601619935745732,14.777339248000365
324,36,Female,5,1370,East,7,1,No,2,-7.8391226031974846,15.372527552417294
325,39,Male,3,1750,West,6,4,Yes,9,-7.821340600612998,15.327526048995999
326,52,Male,5,5000,West,8,4,Yes,1,1626.9662228244708,-7.3325876327795685
327,64,Male,3,1350,East,8,3,No,3,-7.833564193335882,15.358433685434752
328,90,Female,3,1100,East,10,4,No,3,-7.858167939402262,15.420791208503456
329,35,Female,5,670,West,9,4,No,6,-7.697141707976143,15.017838244247375
330,61,Male,5,1200,West,9,4,No,6,-7.856876830671298,15.417518661604987
331,48,Male,5,1188,East,3,5,No,6,-7.847305495782347,15.393200704809352
332,68,Male,3,1850,West,8,4,No,1,-7.788344540482559,15.243872387926475
333,42,Female,4,990,West,8,3,Yes,3,-7.862809346312542,15.432586892636557
334,58,Male,5,3400,West,8,4,No,1,-7.2240927800616666,-78.78256737363982
335,36,Female,5,1800,West,9,4,Yes,2,-7.8287714149031515,15.346378578722298
336,71,Male,5,1200,East,7,4,Yes,1,-7.853796277617938,15.409691564666852
337,71,Female,2,600,West,6,3,No,3,-7.581227739723674,14.725954667159725
338,22,Female,5,400,West,8,5,No,2,-7.68842579654403,14.99880064000017
339,48,Male,3,1200,East,8,3,No,9,-7.857593534692276,15.419338983438639
340,50,Female,5,2300,West,10,5,Yes,2,-7.81436791153941,15.309684522623872
341,71,Male,3,2300,West,7,3,No,2,-7.809677952674305,15.29778370040405
342,52,Male,3,4400,West,8,3,No,6,5.631643569145841,1025.4078186769636
343,43,Female,3,2400,East,8,4,No,6,-7.86199687848659,15.430522241271447
344,50,Male,2,1100,East,10,4,No,2,-7.861769486291283,15.429944329514957
345,85,Female,2,1063,East,10,3,No,6,-7.862658701016001,15.432204011776474
346,30,Male,3,2500,West,10,5,No,6,-7.861756876671038,15.429911949623548
347,68,Male,3,650,East,8,2,Yes,3,-7.673161836300488,14.957393019436404
348,54,Female,2,1600,West,5,3,No,6,-7.780535422567593,15.224151081258738
349,55,Male,2,720,West,5,2,No,1,-7.710634982735414,15.051847467620219
350,48,Male,3,4000,West,7,5,No,6,-0.9666118417915913,551.5965720598125
351,43,Male,2,2050,West,8,2,No,6,-7.845556307865443,15.388779386746293
352,43,Female,5,4000,West,8,5,No,6,-0.8987277736892573,555.8368212318645
353,48,Male,2,2650,West,8,4,Yes,9,-8.843135787293885,-783.4089930690261
354,36,Male,5,2000,East,7,4,No,9,-7.847253099487262,15.393115160881639
355,50,Female,3,800,East,8,4,No,2,-7.5436744864040675,14.632575584608924
356,69,Male,3,922,West,10,3,No,3,-7.8582901953748365,15.421103083465054
357,21,Female,4,640,West,7,4,No,3,-7.663771116864357,14.934046431574483
358,35,Female,5,1100,West,9,5,No,3,-7.86069444764215,15.427212181443435
359,48,Male,2,1900,West,7,3,No,1,-7.862913788848884,15.432852349116867
360,50,Male,5,3400,East,8,3,No,6,-7.262119642766786,-80.37603917395056
361,27,Female,5,1600,West,9,5,No,6,-7.803980310987718,15.283561348820943
362,42,Female,5,1700,West,10,4,No,6,-7.788488404396587,15.244222318360167
363,72,Male,5,6500,West,8,5,Yes,5,306.18769587963584,10.05958532012618
364,20,Male,3,700,West,8,3,No,3,-7.70991029089137,15.050201807943143
365,30,Male,3,2600,West,8,3,No,6,-8.657063718452509,-825.3491405067559
366,26,Female,5,120,West,7,5,No,2,-7.209288605958132,13.789180607824948
367,39,Male,5,2000,West,10,5,No,6,-7.848494953228602,15.396267579851319
368,51,Male,3,1500,West,10,4,No,6,-7.788762060949907,15.245090515024598
369,48,Male,2,3100,West,8,4,No,9,-8.876126611866068,-389.2326631863552
370,73,Male,2,1200,West,7,4,Yes,9,-7.855302399567441,15.413518367556122
371,76,Female,3,2500,West,9,4,No,6,-7.861573169698822,15.429445026960424
372,61,Female,4,1500,West,8,4,No,2,-7.777651777600036,15.216949697110836
373,75,Male,2,1500,East,8,3,No,3,-7.758941505419013,15.169557251612982
374,42,Female,3,1500,East,10,3,No,6,-7.797872283146712,15.26816423309548
375,38,Female,3,2250,West,9,4,No,6,-7.829500557020171,15.348086160094557
376,59,Female,4,1200,West,9,4,No,3,-7.8569672979876986,15.417748480445617
377,53,Male,3,3300,West,9,5,No,6,-7.969397827526022,-201.421317447877
378,31,Male,4,2950,West,8,5,No,5,-9.184329219197533,-533.829288509962
379,40,Male,3,1400,East,4,3,No,9,-7.831231492297035,15.352507635586113
380,68,Male,3,1600,West,6,3,No,6,-7.76644195270738,15.188432109984971
381,73,Female,5,350,West,8,3,No,3,-7.661693543988042,14.929931082534203
382,58,Male,5,4000,East,10,5,Yes,3,-0.9641423757293276,552.3733289653802
383,53,Female,3,1700,West,9,3,No,2,-7.77464710056563,15.209125605799697
384,31,Female,5,830,East,1,1,No,2,-7.308958032986749,14.042702431436222
385,26,Male,5,600,East,8,4,Yes,1,-7.454480837515978,14.407404283644402
386,61,Female,3,2300,West,5,4,No,3,-7.814822856161779,15.310838979871825
387,30,Male,5,2500,West,9,5,No,6,-7.861739907174052,15.429868819795933
388,66,Male,5,2100,East,5,2,No,1,-7.810369831499592,15.299401669991472
389,49,Male,3,3900,West,8,4,No,5,-2.3114012849769763,440.6045971405527
390,36,Male,3,2125,East,8,4,No,9,-7.81682991956607,15.315930523828335
391,42,Male,4,3600,West,10,4,No,3,-5.633500422080113,120.82185482830188
392,64,Female,5,3000,West,8,4,No,3,-9.088705166181247,-486.9846311601123
393,59,Male,4,3100,West,9,4,No,2,-8.869500442777941,-395.58346256089203
394,56,Female,5,3000,West,8,5,No,3,-9.097905624989624,-483.20940533705095
395,50,Female,3,1500,West,9,4,No,6,-7.7900726573671175,15.248409928127446
396,29,Female,5,1400,West,9,5,Yes,2,-7.82840689136725,15.34534378508312
397,49,Female,3,1000,West,8,5,No,6,-7.862848154982182,15.432685531894425
398,69,Male,3,1200,East,8,4,No,9,-7.855897087025333,15.415029566226913
399,53,Female,4,2000,West,7,4,No,9,-7.845620744384212,15.388975484250086
400,88,Female,2,1100,East,10,3,Yes,3,-7.85850862749322,15.421657047296542
401,50,Female,3,813,East,8,4,No,6,-7.399849479869913,14.271138189153772
402,42,Female,3,1063,West,8,3,No,2,-7.862989350785874,15.433044399780252
403,33,Male,5,1300,East,8,4,No,2,-7.801185215084532,15.276303014364634
404,59,Male,5,4100,East,9,3,No,6,0.5053484629571698,666.7988847565316
405,35,Female,3,250,West,8,4,No,2,-7.512534316222315,14.552835409783386
406,79,Male,5,2375,West,9,3,No,3,-7.859423865812119,15.423983086608255
407,62,Male,2,2700,West,8,4,No,3,-8.995241847503678,-738.5364241364002
408,68,Female,2,607,West,7,4,No,6,-7.596114153964214,14.7634152060773
409,51,Female,4,2000,West,9,4,Yes,2,-7.848059643871809,15.395164703710316
410,74,Male,3,1000,East,8,4,No,3,-7.859868246820421,15.425112776210854
411,50,Female,3,1313,West,5,3,No,3,-7.819360179705865,15.322404865767458
412,69,Female,2,1800,West,9,4,Yes,3,-7.827286122363971,15.342607784518137
413,58,Female,3,1800,West,7,4,No,3,-7.829900474204907,15.349236062613508
