,transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement,Emb_dim1,Emb_dim2
20710,manual,few,large,2006,18.0,25.0,2.7,-4.947208206128703,-12.264615076578044
7544,manual,medium,small,1991,15.0,21.0,2.4928,1.0772323263771562,8.060251910393962
11321,manual,medium,small,1996,18.0,29.0,2.4928,5.862922519337953,-3.551051701253929
20232,auto,few,small,2006,19.0,27.0,2.0,-3.8456124494945816,-13.990431704474087
2243,manual,medium,large,1986,15.0,22.0,2.8372,4.018524599877699,12.317266032167064
19603,auto,medium,midsize,2005,17.0,24.0,2.4,-6.237655894945841,-9.906873845743915
19984,auto,medium,midsize,2005,17.0,22.0,2.7,-8.212874956455376,-9.691525012588619
17322,auto,few,large,2003,17.0,23.0,2.2,-5.986589011088111,-8.095681382976931
23496,auto,few,midsize,2008,18.0,23.0,2.5,-8.248645142344158,-14.464921000679647
10217,manual,medium,small,1994,17.0,26.0,2.4928,4.71589385523345,0.4988635388489392
7020,lock-up,few,small,1991,17.0,21.0,2.4928,1.6091323448359425,7.670228569050083
2744,manual,few,small,1986,26.0,30.0,1.4924,21.338737145522725,0.7862614429279278
5406,auto,few,large,1989,21.0,22.0,2.3616,8.572805461810871,11.717115073609968
18562,manual,medium,large,2004,14.0,17.0,4.7,-17.762734216869298,0.300789386835121
1401,auto,few,small,1985,28.0,32.0,1.476,24.368099542019255,0.6373218714993858
16999,auto,few,small,2003,23.0,32.0,1.6,6.854454223509708,-16.274370890091046
1458,manual,few,small,1985,16.0,21.0,2.5584,5.445084449097287,12.781120204186657
5361,manual,medium,small,1989,14.0,20.0,3.608,0.7784572646504905,10.751994008764893
5587,manual,few,large,1989,16.0,20.0,2.5584,0.9068896446315935,10.718135624199991
15779,auto,medium,midsize,2001,16.0,22.0,3.0,-6.644953493630212,-3.866820776537455
21985,auto,medium,large,2007,15.0,21.0,4.2,-11.993794105845378,-9.33041697540256
12153,manual,few,midsize,1997,21.0,27.0,2.214,5.749566794909581,-4.861729472709841
17569,auto,medium,midsize,2003,10.0,13.0,5.3,-20.371172264548775,4.137942725141482
21216,manual,many,small,2007,10.0,17.0,5.9,-21.91862962093835,-3.583104690764415
18076,auto,medium,small,2004,16.0,24.0,3.5,-6.580803779077506,-8.025401645396967
18383,auto,medium,midsize,2004,18.0,24.0,3.2,-4.839444550316014,-9.82280585644265
7886,lock-up,medium,small,1992,17.0,22.0,3.2144,1.0829035903892663,6.419219444522976
7557,manual,medium,small,1991,15.0,25.0,3.1324,2.87041883809575,4.960463511073934
13818,manual,medium,large,1999,13.0,17.0,4.6,-12.020935883434126,5.473668287193953
15024,auto,medium,small,2001,10.0,15.0,6.8,-17.36651972780259,5.599518390162608
16111,auto,few,small,2002,26.0,35.0,1.8,10.826845601078913,-18.9408447644778
15390,auto,medium,large,2001,16.0,23.0,4.6,-5.469860948602035,-4.370626011613235
7888,lock-up,medium,small,1992,18.0,23.0,2.46,3.085929126323678,4.906107275583801
11370,auto,medium,small,1996,14.0,20.0,4.9692,-5.833513269107822,3.6690773195165707
15138,auto,few,small,2001,18.0,26.0,2.4,-0.5543011222090404,-8.167254598444522
17700,auto,medium,midsize,2003,14.0,19.0,4.2,-10.432988637152812,-3.4726876105720863
14182,auto,few,small,2000,21.0,29.0,2.2,6.618805424327216,-9.653016352825778
15699,auto,medium,midsize,2001,15.0,19.0,2.7,-8.429894091086704,-0.9661917541343545
14667,manual,few,large,2000,19.0,24.0,2.4,-0.6595025164945885,-4.927689358717841
5546,lock-up,few,large,1989,16.0,22.0,2.46,3.1994765949143043,9.113531292115086
22298,auto,few,midsize,2007,19.0,26.0,2.5,-4.5402450809889014,-14.324478792046365
13591,auto,medium,small,1999,17.0,24.0,2.8,-1.4143474057370522,-4.085527739640988
3168,lock-up,few,midsize,1987,19.0,25.0,2.4928,8.93806179302682,7.831460252841126
3349,auto,few,large,1987,21.0,23.0,2.3616,10.361578764278637,11.201998641708705
19846,auto,medium,midsize,2005,14.0,17.0,4.2,-18.850901206926917,-1.5570646471639962
7966,lock-up,few,small,1992,21.0,29.0,1.8368,11.614347669415427,-0.5373427175710128
20543,auto,medium,large,2006,11.0,17.0,4.6,-22.20631783504894,-3.0260168142835457
7011,lock-up,few,small,1991,19.0,29.0,2.4764,10.745664952695787,-0.6475667627042623
16233,manual,few,midsize,2002,19.0,29.0,2.3,2.557083532264963,-11.404150248966717
17651,auto,medium,midsize,2003,16.0,22.0,3.4,-7.438001998772467,-6.037845004418005
20810,auto,medium,large,2006,11.0,16.0,3.3,-21.27009817344283,0.09481456594148509
300,manual,few,small,1985,23.0,31.0,1.7876,19.536230364214763,1.1026989275285102
22429,auto,medium,small,2008,16.0,24.0,3.8,-9.71431570714661,-12.807926884817608
10850,manual,few,large,1995,19.0,26.0,2.4436,4.660610302090095,-0.3483748669793884
4644,lock-up,medium,large,1988,13.0,16.0,5.002,-4.575086391735597,15.151036837408116
6649,manual,few,small,1990,30.0,37.0,1.3284,26.339527383937938,-4.470533883870416
9059,lock-up,medium,midsize,1993,10.0,15.0,6.7568,-13.777801590019864,12.501469309037617
15924,manual,few,small,2002,21.0,27.0,2.4,2.565087164187416,-10.552503164666495
1390,manual,few,small,1985,31.0,39.0,1.3448,32.93888422694327,-2.563905986238439
8500,lock-up,medium,small,1992,16.0,25.0,3.1324,2.8869031366764473,3.502960768327748
15415,auto,few,midsize,2001,22.0,32.0,1.9,9.287156207498086,-13.664060705963298
940,lock-up,medium,midsize,1985,15.0,20.0,2.9684,3.2076098905065713,13.17652068415807
19482,auto,medium,large,2005,17.0,25.0,3.5,-6.943740750549518,-9.991516199230688
6023,manual,few,small,1990,18.0,26.0,2.4928,6.808837030145847,4.66087801639153
4122,auto,few,small,1988,18.0,21.0,1.9844,4.704561081673794,11.624482487107482
12127,lock-up,medium,midsize,1997,10.0,15.0,6.7568,-16.349354069691454,9.46791895030116
14930,auto,medium,midsize,2000,13.0,19.0,5.0,-10.201388040951104,3.797993305697338
5755,manual,medium,small,1989,17.0,25.0,2.6076,6.9324671564466485,6.798122087579928
11271,lock-up,medium,large,1995,11.0,16.0,4.92,-14.10694168792255,8.812130212512798
20066,auto,few,small,2006,18.0,26.0,1.8,-3.233540734252538,-12.787010949479521
22206,manual,few,midsize,2007,18.0,22.0,2.4,-9.495092569812911,-12.88964500087058
8994,lock-up,medium,midsize,1993,17.0,25.0,3.7884,2.8713319081504114,2.012140680300906
10354,manual,few,small,1994,24.0,33.0,1.9024,16.012137417213676,-4.708458626678679
7989,manual,few,small,1992,22.0,32.0,2.2796,14.583991090930947,-1.714424478507335
8644,manual,medium,small,1992,15.0,24.0,5.002,1.186871253152417,4.2293611639269635
587,lock-up,medium,midsize,1985,15.0,20.0,5.002,5.3314442314296935,14.318254559008952
470,manual,few,midsize,1985,17.0,26.0,2.214,10.217886483077272,9.234334313462401
16676,auto,medium,midsize,2002,14.0,20.0,4.2,-9.19905928527292,-2.9126142969877558
363,lock-up,medium,large,1985,15.0,21.0,5.0348,5.995185619181843,13.819832435694803
18945,auto,medium,midsize,2004,14.0,19.0,2.9,-11.49445365456798,-6.177451508756621
8450,lock-up,medium,large,1992,13.0,17.0,5.002,-5.8452694745333265,11.063505805784963
2473,auto,medium,large,1986,11.0,12.0,5.2152,-8.974849379135277,21.98446518985496
11521,lock-up,few,midsize,1996,16.0,21.0,2.3452,-2.4589405778978604,2.416650969513768
4172,lock-up,few,large,1988,17.0,24.0,1.9844,6.5515706362945165,7.659156968388006
4818,lock-up,few,small,1988,23.0,27.0,1.5908,13.933628356746382,3.493774273254382
9853,lock-up,medium,midsize,1994,17.0,26.0,3.1324,4.311033760307714,0.5328619011688731
7942,manual,few,small,1992,19.0,26.0,1.5908,6.1565778016102835,2.445048780044196
5313,lock-up,medium,midsize,1989,17.0,24.0,3.3456,5.660700514482143,7.688347236217847
4649,manual,few,large,1988,18.0,21.0,2.46,4.62564407615302,11.577307988237925
11409,manual,few,small,1996,21.0,27.0,1.9844,6.767092609978019,-3.8057634494142314
4116,lock-up,few,small,1988,21.0,29.0,2.4764,14.618926186374145,1.3371926321731187
15218,auto,medium,small,2001,18.0,29.0,3.4,0.9768393760205194,-9.544548652853495
13556,auto,few,small,1999,22.0,32.0,1.9,10.210677587062507,-12.589615662166416
21740,auto,few,midsize,2007,17.0,23.0,2.5,-9.105581575788369,-12.574255764508422
8845,manual,few,small,1993,22.0,29.0,2.4928,11.41383353500009,-2.198108335738193
16763,manual,medium,small,2003,18.0,26.0,2.5,-1.621235314606795,-9.785507014043503
2592,manual,few,small,1986,17.0,26.0,2.214,9.79620737059323,8.468929798758365
1547,manual,few,small,1985,33.0,41.0,1.8204,34.339888712278345,-3.8841696827457852
19184,auto,few,small,2005,18.0,26.0,2.4,-2.4948523221075942,-11.76088575086884
23036,auto,medium,large,2008,13.0,20.0,4.6,-15.853593674248426,-7.195195350111418
18022,auto,few,small,2004,21.0,31.0,2.2,4.569877964292858,-15.170164450856856
11176,lock-up,few,small,1995,23.0,33.0,1.9024,15.15628168834948,-6.710243025036624
13615,auto,few,midsize,1999,19.0,27.0,2.4,1.9879984915645232,-5.860112440215769
21566,auto,medium,midsize,2007,23.0,32.0,3.0,3.284383339121284,-21.556555043374356
10821,manual,medium,small,1995,15.0,22.0,3.0012,-2.116147150359548,3.0349158205383633
1155,auto,medium,large,1985,10.0,11.0,5.904,-9.446131573202111,23.032304847144975
7378,manual,medium,large,1991,13.0,14.0,4.9528,-4.925796838863208,15.591756007286843
6912,manual,medium,small,1991,15.0,23.0,2.952,1.5056538749237727,6.692079503801862
6682,manual,few,small,1990,25.0,33.0,1.476,18.971295475701016,-2.1993976050849158
2310,manual,few,midsize,1986,23.0,31.0,1.8532,18.640457516530827,1.0598728348984723
15297,auto,medium,midsize,2001,18.0,26.0,3.0,-1.0284254848080279,-7.796573650805965
6936,manual,few,small,1991,18.0,24.0,2.4928,4.228001071828548,4.290463998561586
21826,auto,medium,large,2007,15.0,21.0,3.7,-12.411306664872953,-9.143138052115761
20158,manual,medium,small,2006,18.0,26.0,2.5,-3.490385058377898,-12.458251552387095
6055,manual,few,small,1990,24.0,33.0,1.8368,19.204063450077808,-2.219965762885836
6336,lock-up,few,large,1990,19.0,24.0,2.3944,4.718921777077174,5.6307861697179735
6955,auto,few,small,1991,18.0,22.0,2.296,2.8397882079064303,6.532664814877837
2573,auto,few,small,1986,18.0,22.0,2.214,7.212482826702703,10.400974430808882
20976,auto,medium,midsize,2006,14.0,19.0,4.6,-13.435012927808888,-5.898681078625079
16460,auto,medium,large,2002,14.0,19.0,4.3,-9.522604302049018,-2.678322138946064
10605,lock-up,medium,small,1995,18.0,26.0,3.1324,3.9238148238400616,-1.0971051249531643
17336,auto,medium,large,2003,14.0,17.0,5.3,-16.16805014431168,2.649722417645837
7727,lock-up,medium,small,1991,17.0,23.0,2.6732,2.268781100193156,6.68904624234974
23111,auto,medium,large,2008,11.0,15.0,5.4,-22.292306680480774,-4.063670070736975
5837,manual,few,small,1989,21.0,26.0,1.5908,9.711572044365647,3.3247987957876335
11453,lock-up,medium,midsize,1996,18.0,26.0,3.1324,3.2366427549657892,-1.7552886628384055
19248,manual,medium,small,2005,15.0,22.0,3.2,-9.642575089985739,-7.953391776852265
17254,manual,medium,midsize,2003,15.0,23.0,3.2,-7.416912216325606,-7.359101948390352
1253,lock-up,medium,small,1985,18.0,25.0,2.6896,10.021333117748668,10.278021778742929
7409,manual,medium,large,1991,14.0,19.0,5.002,-1.6377904655543531,10.520664691137375
23093,auto,medium,large,2008,14.0,18.0,4.3,-16.236008073723788,-6.079713412621221
9278,auto,few,large,1993,19.0,23.0,2.3616,2.837098409689439,3.6846725611525
23504,auto,medium,midsize,2008,17.0,21.0,2.7,-10.596047763465549,-12.46002226071239
20674,manual,medium,large,2006,15.0,20.0,4.3,-12.117714290753598,-7.555405278382178
1489,manual,few,small,1985,19.0,26.0,1.804,11.30490374361608,8.061540166362962
10885,lock-up,medium,large,1995,13.0,16.0,5.002,-9.015088749627486,8.492655952829434
11567,lock-up,few,large,1996,18.0,25.0,2.1976,2.15275841659065,-1.1887398357835974
2112,lock-up,medium,midsize,1986,16.0,23.0,2.8372,4.839044676842947,11.93893120378518
8001,manual,few,small,1992,21.0,29.0,2.4928,11.338861885192268,-0.4614056562187202
15546,auto,medium,large,2001,13.0,16.0,5.4,-13.931496878083822,4.523963700446052
15232,manual,few,small,2001,28.0,37.0,1.8,12.990852819927824,-21.406503041537537
12072,lock-up,medium,midsize,1997,18.0,26.0,3.1324,2.566162538033881,-2.5432125867034494
5570,manual,medium,large,1989,14.0,17.0,4.2968,-3.853451687082563,13.788184444478363
21527,manual,few,midsize,2007,21.0,29.0,2.3,1.7789303799186427,-17.57840753925318
22292,auto,medium,midsize,2007,17.0,23.0,3.5,-9.241089658395213,-11.939444744667066
5900,lock-up,medium,large,1989,16.0,23.0,6.2156,1.7658246110967566,8.83381463871645
17761,auto,medium,midsize,2003,14.0,19.0,4.0,-10.449024519727752,-3.4455346074239643
22991,auto,few,large,2008,19.0,25.0,2.7,-5.636552237960463,-15.857996991025935
2948,auto,few,small,1987,21.0,25.0,2.214,12.9059737042994,9.52500335055138
1202,manual,medium,large,1985,11.0,15.0,5.002,-7.4629217410327895,20.05134748096785
22001,auto,medium,midsize,2007,17.0,24.0,3.5,-8.22904404865215,-11.53260056138353
6675,manual,few,small,1990,21.0,25.0,1.9516,8.520367585240583,2.9935083156225835
295,manual,few,small,1985,31.0,38.0,1.5908,32.38944167166293,-1.7979497871728571
12056,lock-up,medium,large,1997,17.0,26.0,3.7884,2.2719141231281514,-3.199240905750001
15733,auto,medium,midsize,2001,16.0,22.0,3.0,-6.644953493630211,-3.8668207765374563
11462,lock-up,few,midsize,1996,19.0,29.0,2.0008,6.357245297867664,-3.708277637000462
9978,lock-up,medium,small,1994,16.0,22.0,3.0012,-1.2381993019500075,3.5682593139859167
11353,lock-up,few,small,1996,21.0,29.0,1.9844,8.44410189311034,-4.752551748787754
11398,lock-up,few,small,1996,18.0,24.0,2.46,1.3774316198134835,-0.4799421145620312
8131,auto,medium,midsize,1992,10.0,13.0,5.5596,-10.721106120225706,15.540278000706671
9629,lock-up,medium,large,1993,14.0,17.0,4.2968,-6.163180547392819,9.614324987238719
19914,auto,medium,midsize,2005,15.0,20.0,4.4,-11.264761118290995,-6.958630995520343
808,manual,few,large,1985,21.0,24.0,2.0008,12.622092491912747,11.045968530839637
21751,auto,medium,midsize,2007,18.0,26.0,2.5,-3.774389833178688,-13.339294854124649
2524,auto,medium,large,1986,10.0,12.0,5.904,-8.903563276677453,21.82006359216508
20957,auto,medium,midsize,2006,17.0,23.0,3.3,-8.397681525663485,-11.365740677212093
4524,lock-up,medium,large,1988,15.0,19.0,4.92,1.3749722372241941,12.13400621598438
7291,manual,medium,large,1991,17.0,21.0,2.9684,1.4756008206190376,7.574953153726972
7258,manual,medium,small,1991,11.0,17.0,4.9528,-9.58781239056599,16.865662288671988
11202,manual,medium,small,1995,15.0,25.0,5.74,-0.4194871235495115,1.2382882164958458
13163,auto,medium,midsize,1998,17.0,24.0,3.0,-0.6516730867880575,-3.112046192946665
5512,manual,medium,large,1989,15.0,16.0,4.92,-3.734724723504507,14.589861393585712
2147,auto,few,midsize,1986,17.0,20.0,2.3124,3.718972177498543,12.349288624941645
4881,lock-up,few,small,1988,22.0,27.0,1.5908,12.693448655747401,4.103439207574132
1169,manual,medium,large,1985,11.0,12.0,5.7564,-9.107161132130402,22.14975250329288
16886,auto,medium,small,2003,15.0,21.0,4.2,-9.491585263682406,-6.036378850437355
1966,manual,few,small,1986,28.0,35.0,1.394,26.45399014797337,0.7332081808473977
1516,manual,few,small,1985,24.0,30.0,1.5908,20.31325536737747,0.8281093578578126
5985,lock-up,few,large,1989,16.0,20.0,2.3452,0.6723208923088188,10.784347467543876
7581,manual,few,small,1991,25.0,32.0,1.476,17.748924025030657,-2.007185777730692
29,manual,few,small,1985,21.0,31.0,2.4764,18.624795192241454,3.1127448531712876
22277,auto,medium,midsize,2007,11.0,17.0,5.6,-21.11667095492211,-4.0914919936364225
21852,auto,medium,large,2007,15.0,19.0,4.0,-14.149099838144737,-8.010329615631933
15269,auto,medium,midsize,2001,15.0,22.0,2.8,-5.753469714728205,-3.62606903744176
6008,manual,medium,small,1990,17.0,26.0,3.1324,6.769120898235332,4.826096602886019
13875,auto,medium,large,1999,15.0,19.0,4.0,-7.6033603220434545,0.9915108781614949
10621,lock-up,few,small,1995,23.0,27.0,1.5908,8.039727087791965,-2.55184257884259
12909,auto,medium,large,1998,13.0,19.0,4.6,-8.18567477407432,2.754155955355251
15465,auto,medium,large,2001,15.0,20.0,4.3,-8.013559791664722,-1.7803081515111627
3037,manual,few,small,1987,19.0,29.0,2.4764,12.553232069694875,3.9897670067318423
1619,auto,few,small,1985,22.0,27.0,1.6072,15.509116928753457,7.557815792642858
7180,manual,medium,midsize,1991,18.0,24.0,2.9684,4.105709679339918,4.261237820290591
15584,auto,medium,large,2001,11.0,17.0,5.2,-14.842194712030347,5.272961352239229
14266,manual,few,small,2000,35.0,44.0,1.9,23.704780692533635,-20.27153627861688
15320,manual,few,midsize,2001,23.0,29.0,2.0,6.610658151016625,-12.185558307305897
3917,lock-up,medium,large,1987,14.0,17.0,4.2968,-3.9851141627026228,16.119107764480972
16270,auto,medium,large,2002,18.0,26.0,3.0,-1.2621409470886726,-8.583913642964454
3637,manual,few,small,1987,31.0,37.0,1.476,30.31656035370058,-2.5307233621808582
17505,auto,medium,large,2003,17.0,24.0,3.4,-4.86950288180469,-8.461538406991888
7751,manual,few,small,1991,22.0,29.0,1.7876,13.384458895035628,-0.23245468728057547
10981,lock-up,medium,large,1995,14.0,17.0,4.2968,-9.139994555064371,7.249883516468745
12764,auto,medium,small,1998,18.0,25.0,2.8,0.6559696111843213,-2.8628506320889464
16040,manual,few,small,2002,24.0,33.0,1.5,9.18903552522745,-16.645193948874024
15535,manual,medium,large,2001,13.0,17.0,4.7,-12.778769930899463,4.45272364768697
21570,auto,medium,midsize,2007,14.0,20.0,5.5,-14.321621960285484,-8.079896530331535
18319,auto,medium,large,2004,18.0,26.0,3.8,-2.7515415872847444,-10.709148558961354
20484,auto,medium,large,2006,9.0,13.0,6.8,-24.345213302209178,-0.23221807884952816
1548,lock-up,few,small,1985,19.0,29.0,2.4764,14.217744967973058,4.386640829282284
2360,lock-up,medium,large,1986,15.0,17.0,4.2968,-4.285508986071466,16.943272532437543
5764,lock-up,few,small,1989,16.0,22.0,2.5584,3.210019873403551,9.145463490010924
18581,auto,few,large,2004,16.0,21.0,2.8,-9.196927000708637,-7.648992322829542
3049,manual,few,small,1987,23.0,27.0,1.968,14.039503670652074,4.145743366812329
1488,manual,few,small,1985,38.0,44.0,1.6892,39.97720828814546,-4.567580851038763
16513,auto,few,large,2002,17.0,22.0,2.4,-7.116249635041418,-6.569386122707512
13302,manual,few,midsize,1998,21.0,24.0,1.6,1.8409059944611081,-4.667469756751667
12467,lock-up,medium,large,1997,14.0,17.0,4.2968,-9.813084597327201,5.373617529507464
15302,auto,medium,midsize,2001,17.0,25.0,3.0,-2.568265858203057,-6.948019206091806
11792,manual,few,small,1996,21.0,29.0,2.0008,8.444105262603474,-4.753348373771166
22897,auto,medium,large,2008,19.0,28.0,3.5,-2.4232760706710863,-15.824874265804349
19652,auto,medium,large,2005,15.0,19.0,5.3,-12.094818440033515,-6.6715167372755095
14833,manual,medium,midsize,2000,15.0,19.0,3.2,-7.587104493509884,0.31701491055416425
7040,lock-up,few,small,1991,21.0,29.0,1.9024,12.38791813595173,-0.24332605263749077
10944,lock-up,medium,large,1995,15.0,17.0,6.478,-6.907822853114843,8.077254917739866
14324,manual,few,small,2000,21.0,30.0,2.0,6.870873644172535,-10.71231262088627
20430,auto,few,midsize,2006,19.0,27.0,2.4,-3.8624719953477458,-13.716015380068015
18802,auto,medium,midsize,2004,14.0,17.0,4.3,-17.916718936240517,0.1087016346032324
3769,manual,few,small,1987,24.0,32.0,1.722,19.58097507409943,0.7757782100351797
3966,lock-up,medium,large,1987,11.0,15.0,5.74,-6.697704789082293,18.321292121250174
3143,lock-up,medium,midsize,1987,18.0,26.0,2.8372,9.388204966777714,7.513622704375323
835,auto,few,large,1985,21.0,23.0,2.3616,11.243874109376822,11.692646400137384
17689,auto,medium,midsize,2003,11.0,16.0,5.9,-17.54928662849136,4.038246221109244
6865,lock-up,medium,large,1990,15.0,21.0,6.2156,-0.9000370358275348,9.741697543105458
19239,auto,few,small,2005,21.0,29.0,1.8,4.11143573414953,-15.183009175525005
16982,manual,few,small,2003,23.0,33.0,2.0,7.938672028769554,-16.89426330506907
17193,manual,few,midsize,2003,19.0,29.0,1.8,1.7343785003447676,-12.810653320816188
769,manual,few,large,1985,25.0,30.0,2.296,21.406760058383654,0.8874910934889774
6792,manual,medium,small,1990,13.0,20.0,5.74,-1.8432205869315919,10.843519870822814
13370,auto,medium,small,1999,17.0,25.0,2.5,-0.6676757599177908,-4.4222773447063375
7129,lock-up,medium,midsize,1991,15.0,24.0,3.3456,2.3715047963613323,5.664594175256734
215,manual,few,small,1985,26.0,36.0,1.5908,25.331076340678976,0.9986336139410915
9165,lock-up,few,large,1993,18.0,24.0,2.3944,2.9051152166933853,2.7845670025631915
6327,manual,medium,large,1990,15.0,21.0,4.2968,0.796030856489781,10.6864311687029
13539,manual,few,small,1999,25.0,31.0,1.6,11.024389566674765,-11.833936757484146
22166,auto,medium,midsize,2007,14.0,19.0,5.3,-14.644824234635864,-6.417146065765245
4657,manual,few,large,1988,15.0,20.0,2.3944,1.4257797148685418,11.233736728910946
21587,auto,medium,midsize,2007,17.0,26.0,3.8,-5.89054496185772,-12.34738576310579
18658,auto,medium,large,2004,16.0,23.0,3.0,-7.133975352253849,-7.902614695901154
2212,lock-up,few,small,1986,15.0,22.0,1.3119999999999998,3.8802989900513505,12.714507931703876
16514,auto,medium,large,2002,16.0,22.0,3.3,-7.3787970360946495,-5.118896069978067
22812,auto,few,midsize,2008,24.0,32.0,2.4,2.8272012043220673,-22.335535359957237
11374,lock-up,medium,small,1996,16.0,23.0,2.9684,-1.7079009597181662,1.4753909329337922
303,manual,medium,small,1985,17.0,22.0,2.2304,6.656829682309011,11.580039634272628
6945,manual,few,small,1991,26.0,37.0,1.8532,21.765786768426562,-5.529098446905585
11937,lock-up,few,small,1997,18.0,27.0,2.0008,3.4588272747804525,-3.1178754341065984
286,manual,few,small,1985,26.0,33.0,1.5908,23.292083025936478,1.054744432021295
457,lock-up,medium,midsize,1985,18.0,25.0,2.8372,9.860055487209415,10.411578198479363
2134,lock-up,medium,midsize,1986,16.0,22.0,2.8372,3.945546556800685,12.176191259601662
8756,lock-up,medium,large,1992,13.0,17.0,4.92,-5.832650873731514,11.00316529244774
3093,lock-up,medium,large,1987,15.0,23.0,4.0836,4.282716682067496,10.393388252080673
11617,manual,few,large,1996,18.0,23.0,2.46,0.5221381562761223,-0.07326969324066246
17986,manual,few,small,2004,28.0,35.0,1.5,11.752217510480689,-20.545143703960882
12324,lock-up,medium,large,1997,15.0,17.0,3.3784,-8.733073321153155,4.3898694876844395
15518,manual,few,large,2001,19.0,23.0,2.4,-1.6587797194566116,-4.770395546568092
6423,lock-up,medium,large,1990,15.0,20.0,3.9196,0.5142563293893964,10.33578816816018
10351,manual,few,small,1994,18.0,24.0,1.9844,1.9965970911933189,1.799094174978897
1649,lock-up,medium,small,1985,15.0,20.0,2.9684,3.2076098905065704,13.176520684158069
8892,auto,medium,small,1993,16.0,22.0,4.1984,-0.7255799554899262,5.206272787849436
23386,auto,medium,midsize,2008,14.0,20.0,4.2,-15.555218518070399,-7.1403259820501965
6035,lock-up,medium,small,1990,18.0,26.0,2.9848,6.971212499356173,4.953519756894245
21703,auto,medium,midsize,2007,15.0,26.0,2.8,-7.9222344099303825,-13.232642324680837
13673,auto,medium,midsize,1999,16.0,26.0,3.8,0.792990922552505,-5.758517878535045
8323,lock-up,medium,large,1992,14.0,17.0,5.002,-5.679249376331438,10.723188855278002
11037,manual,medium,large,1995,16.0,22.0,3.0012,-1.5814093018066142,2.4015607949020072
18303,auto,medium,midsize,2004,18.0,26.0,3.0,-2.499892323727371,-10.685887188074345
19035,manual,medium,small,2005,16.0,24.0,3.6,-7.465671844887292,-8.803222316128254
10345,lock-up,medium,small,1994,9.0,14.0,6.7568,-14.93515744147335,12.720439321516071
6076,manual,few,small,1990,19.0,26.0,2.3944,7.455099822663395,4.921520520085029
11640,lock-up,medium,large,1996,13.0,17.0,4.92,-10.1181877871111,6.966510062531823
9685,lock-up,few,small,1994,19.0,29.0,2.2632,7.611164329176058,-1.294991864144944
17681,auto,medium,midsize,2003,16.0,19.0,2.5,-10.430770269355351,-5.5151915536145095
16542,auto,medium,midsize,2002,13.0,17.0,5.3,-14.158142557375895,3.9325807167651665
7907,lock-up,few,small,1992,21.0,25.0,2.4928,7.7784417212958274,2.7043007869700153
2995,auto,medium,small,1987,16.0,20.0,2.9684,2.07087405111491,11.452143457840013
13929,auto,medium,large,1999,13.0,17.0,4.2,-11.602638474182896,5.3196073741007055
19713,auto,medium,large,2005,15.0,17.0,4.8,-18.95594510679976,-1.6092529948555558
2019,lock-up,medium,large,1986,11.0,17.0,5.7564,-7.456606369887207,20.130394580346053
2751,lock-up,medium,small,1986,15.0,23.0,2.9684,4.9813959753746815,11.676499911427934
6300,manual,few,midsize,1990,16.0,24.0,2.3124,3.8589183781380596,7.094089692642851
4350,auto,few,small,1988,19.0,22.0,1.7876,6.295600788454458,11.024166321541452
6311,lock-up,few,small,1990,21.0,29.0,2.1648,13.515497444047119,0.1586810267799035
1832,manual,few,large,1985,19.0,22.0,2.4764,8.390271198214178,10.858944713604812
5797,lock-up,few,small,1989,19.0,26.0,2.0008,8.20055668208985,6.083562498574827
3853,lock-up,few,small,1987,21.0,29.0,2.4764,14.6946906700842,2.965352796161893
17524,auto,medium,large,2003,15.0,19.0,2.8,-10.388013220090214,-5.1394328683564225
6731,manual,medium,small,1990,15.0,23.0,5.002,1.2508014617602614,7.32150017455808
5192,lock-up,medium,midsize,1989,15.0,23.0,4.51,2.2531588379301413,8.29998896054669
10775,manual,few,midsize,1995,18.0,22.0,2.3452,0.5882958605276971,1.420543845393311
14456,manual,medium,midsize,2000,15.0,23.0,3.0,-4.393826936413198,-3.4063572782093607
8021,lock-up,few,small,1992,19.0,26.0,2.214,6.071800458230852,2.645127791220923
16632,manual,few,midsize,2002,22.0,29.0,2.0,5.080935074170587,-12.922628981738953
12998,manual,medium,large,1998,17.0,21.0,3.4,-4.0458039680018105,-0.27472141176615383
20941,auto,few,midsize,2006,18.0,24.0,2.4,-5.755552274688717,-13.091515938462978
11597,manual,few,midsize,1996,24.0,35.0,1.9024,16.76877440987561,-7.296912231729183
11224,lock-up,medium,small,1995,16.0,21.0,2.9684,-1.3890826895592554,3.1546334521044246
20974,auto,medium,midsize,2006,11.0,16.0,6.0,-21.519048143589764,-1.3245503759012822
20856,auto,medium,midsize,2006,15.0,20.0,4.2,-12.038925773421422,-7.591365640307264
13625,auto,medium,midsize,1999,18.0,26.0,3.0,0.4758887843229627,-5.085365656056677
17987,auto,few,small,2004,21.0,26.0,1.8,0.21973977462696256,-12.78867085383705
19615,auto,medium,large,2005,13.0,17.0,6.0,-17.483232141228953,0.2565582939986925
9234,lock-up,medium,large,1993,11.0,15.0,5.7564,-12.606663891310426,12.559900014098261
18634,auto,medium,large,2004,15.0,19.0,4.3,-11.418910697765131,-5.411342619025042
8331,lock-up,medium,large,1992,13.0,17.0,5.2152,-5.88410799996719,11.215376355691918
15460,manual,few,large,2001,19.0,26.0,2.2,0.45711105471031666,-8.411695057774082
