,transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement,Emb_dim1,Emb_dim2
82,lock-up,few,large,1992,15.0,19.0,2.4436,-1.8529762282967577,-6.193393352502636
83,manual,medium,small,2003,18.0,26.0,2.5,4.699682539179353,5.479706774726161
84,manual,few,large,1986,19.0,25.0,2.3616,-10.447157021994437,-2.4260199278787
85,manual,few,small,2006,22.0,31.0,2.4,4.48878167995175,12.491545047442038
86,lock-up,medium,midsize,1992,17.0,26.0,3.1324,-4.827273732574873,-0.09461966537828882
87,lock-up,medium,small,1991,18.0,25.0,3.1324,-5.61438968489381,-0.7840677232974708
88,auto,medium,midsize,1998,15.0,24.0,2.8,1.803298921304263,0.20774497146743803
89,manual,few,small,1986,18.0,25.0,2.4764,-10.152250325774846,-2.973378026965592
90,manual,many,small,2004,8.0,12.0,6.2,13.566206323282936,-9.8125822947383
91,auto,few,small,1986,21.0,25.0,1.7876,-11.234358510685178,-1.3243135065470109
92,auto,few,small,2000,21.0,26.0,1.8,1.0231783829254346,5.879429956770226
93,auto,medium,large,1988,11.0,12.0,4.9528,-1.6394858300344237,-15.420646818669566
94,auto,medium,large,2007,15.0,22.0,3.5,10.59666808866274,2.745138735976579
95,auto,medium,midsize,2006,17.0,25.0,3.5,8.117733833061934,5.462196623186919
96,lock-up,few,small,1987,23.0,27.0,1.6072,-11.655198104433216,1.6385074020402555
97,auto,medium,midsize,2005,14.0,19.0,5.3,10.304265073205631,-1.17458696406716
98,auto,few,midsize,1987,17.0,20.0,2.3124,-7.366422494779039,-6.757778689328657
99,auto,few,small,2003,23.0,32.0,1.5,1.1112353163140742,12.464539208045041
100,manual,few,small,2005,21.0,30.0,2.4,4.227232012769662,10.816854136854213
101,manual,few,small,1986,23.0,30.0,1.9844,-13.350668395834084,3.27488302865199
102,manual,medium,large,1999,14.0,17.0,4.2,5.52685096703778,-5.177828085927987
103,lock-up,few,small,1994,19.0,29.0,2.2632,-4.717355866182738,4.235419593618489
