,transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement,Emb_dim1,Emb_dim2
2553,lock-up,few,small,1986,19.0,26.0,1.9844,28.462635040283203,4.131937503814697
20328,auto,medium,small,2006,18.0,26.0,3.3,-16.290430068969727,-17.88566780090332
13382,auto,few,small,1999,19.0,27.0,2.4,0.17817765474319458,-11.690187454223633
4112,lock-up,few,small,1988,21.0,31.0,2.2632,25.56134796142578,-15.065823554992676
11614,lock-up,medium,large,1996,13.0,17.0,5.74,-11.183420181274414,25.179622650146484
8157,lock-up,few,midsize,1992,21.0,25.0,2.4928,16.071897506713867,-3.6199324131011963
21685,manual,medium,midsize,2007,15.0,25.0,3.1,-25.554767608642578,-16.934663772583008
7051,manual,few,small,1991,22.0,29.0,1.7876,17.770973205566406,-16.341997146606445
16091,auto,few,small,2002,21.0,29.0,2.2,-1.3160324096679688,-23.404294967651367
7015,manual,few,small,1991,18.0,26.0,1.9024,17.564790725708008,1.5283273458480835
4420,lock-up,few,midsize,1988,24.0,30.0,1.4924,25.1358642578125,-17.320674896240234
14688,manual,medium,large,2000,13.0,17.0,4.7,-19.731273651123047,19.534048080444336
17991,auto,few,small,2004,31.0,38.0,1.9,4.830212593078613,-30.446001052856445
3774,auto,medium,small,1987,8.0,10.0,6.7568,-2.9242122173309326,39.768707275390625
1617,manual,few,small,1985,22.0,32.0,1.6072,27.808809280395508,-17.621849060058594
19068,auto,medium,small,2005,13.0,20.0,3.6,-26.802780151367188,4.889003276824951
6136,auto,medium,small,1990,15.0,20.0,2.8536,15.08572006225586,18.110437393188477
15290,auto,few,midsize,2001,18.0,27.0,2.4,-5.219619274139404,-14.126279830932617
11197,lock-up,few,small,1995,19.0,26.0,1.9844,7.7549662590026855,-5.670504093170166
15796,manual,few,midsize,2001,18.0,26.0,2.5,-5.211753845214844,-12.905654907226562
21725,auto,few,midsize,2007,23.0,31.0,2.0,-6.702465534210205,-28.21181297302246
17257,auto,few,midsize,2003,23.0,29.0,1.8,-1.3152190446853638,-25.49260139465332
15403,manual,medium,midsize,2001,15.0,22.0,2.7,-13.520763397216797,1.9384264945983887
8247,lock-up,few,small,1992,23.0,29.0,1.4924,16.15553092956543,-17.0577335357666
3718,manual,few,small,1987,29.0,35.0,1.476,24.506929397583008,-24.1383113861084
22732,auto,few,midsize,2008,21.0,30.0,2.4,-8.804085731506348,-27.90718650817871
12083,lock-up,medium,midsize,1997,18.0,26.0,2.46,3.4698245525360107,-6.775362014770508
22649,auto,few,small,2008,23.0,31.0,2.0,-7.3409247398376465,-28.95076560974121
1613,manual,medium,small,1985,9.0,15.0,2.9356,1.332685112953186,37.74103546142578
5929,manual,medium,large,1989,14.0,17.0,4.92,-0.19980677962303162,30.87933349609375
22493,auto,few,small,2008,22.0,31.0,2.2,-7.784950256347656,-28.45315170288086
18371,manual,medium,midsize,2004,18.0,26.0,2.5,-12.045259475708008,-16.281810760498047
14,lock-up,medium,small,1985,15.0,20.0,3.4276,24.857563018798828,19.349014282226562
21773,manual,few,large,2007,18.0,24.0,2.9,-22.256519317626953,-15.002365112304688
13533,manual,medium,small,1999,17.0,26.0,2.5,-1.077717900276184,-8.36273193359375
18759,manual,few,midsize,2004,17.0,22.0,2.4,-21.42769432067871,-6.005464553833008
22192,auto,medium,midsize,2007,13.0,19.0,4.6,-31.683269500732422,7.006219863891602
