,transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement,Emb_dim1,Emb_dim2
21212,manual,medium,small,2007,13.0,19.0,4.2,0.4868936037575334,0.21965950238434928
7951,auto,few,small,1992,24.0,30.0,1.5908,-0.3077250847471805,-0.4637115616771512
13904,auto,medium,large,1999,14.0,16.0,3.9,0.18805062556827626,0.3737469740936386
11966,manual,few,small,1997,24.0,31.0,1.6072,-0.11716939633025499,-0.43728548638079257
13349,auto,few,small,1999,18.0,25.0,2.0,0.06774055147951573,-0.22045276081657889
10353,lock-up,few,small,1994,21.0,29.0,1.9024,-0.20093520043133614,-0.3707561572312735
18318,auto,many,large,2004,14.0,21.0,6.0,0.4673270289428437,0.17754526110306695
21267,auto,medium,small,2007,10.0,15.0,6.7,0.33065229084265707,0.20164816627549637
2322,lock-up,few,midsize,1986,21.0,22.0,2.0008,-0.32772919036124304,0.011144471073011494
10927,lock-up,medium,large,1995,15.0,20.0,4.2968,-0.0630944681237079,0.349576742453188
18097,auto,few,small,2004,21.0,27.0,1.8,0.27516262552185605,-0.43793695062959875
3557,manual,medium,large,1987,10.0,13.0,5.2152,-0.17221373318301716,0.45467339811415985
541,lock-up,medium,midsize,1985,7.0,10.0,4.9364,-0.1436919336761515,0.37171438425247827
9875,lock-up,medium,midsize,1994,14.0,20.0,4.4936,-0.1210593469630721,0.42392729904788096
11457,lock-up,few,midsize,1996,18.0,26.0,2.4272,-0.07944743341466615,-0.19963334599737123
13053,manual,medium,large,1998,15.0,20.0,4.0,0.12440614892814086,0.275584062859564
19703,auto,few,large,2005,15.0,21.0,2.8,0.5422536094897025,0.08507227150270262
17204,auto,medium,large,2003,15.0,25.0,3.8,0.3010604144330756,-0.15528237820189303
14900,auto,medium,midsize,2000,15.0,19.0,3.2,0.2761198695756239,0.26725493315197535
784,manual,few,large,1985,26.0,31.0,2.2468,-0.3042447822503666,-0.31689950550015433
3086,auto,few,small,1987,18.0,22.0,2.3124,-0.4462229712478787,0.17820499435677362
14541,auto,medium,large,2000,17.0,27.0,3.8,0.11648847124922082,-0.23548526983240048
20780,manual,medium,large,2006,15.0,19.0,4.0,0.5701092736770202,0.22801836526419134
9496,lock-up,few,small,1993,21.0,27.0,2.0008,-0.2502366697252237,-0.2962251868987261
8583,manual,few,small,1992,19.0,24.0,2.2632,-0.27943712226615947,-0.04630908281072913
1787,manual,few,large,1985,19.0,26.0,2.4764,-0.4063570652239412,-0.10874434099308632
23011,manual,medium,large,2008,15.0,19.0,4.0,0.46234427838183256,0.1564607160694745
19748,auto,medium,large,2005,15.0,20.0,4.3,0.5861559057541068,0.21216615031540384
9455,manual,few,small,1993,23.0,32.0,1.4924,-0.2558043652318004,-0.4597989626539611
7017,lock-up,few,small,1991,21.0,25.0,2.214,-0.3192440391409706,-0.17039962291750466
12370,manual,few,small,1997,26.0,31.0,1.5908,-0.115462946058617,-0.4156427246182154
23396,auto,few,midsize,2008,19.0,24.0,2.4,0.36223306280468065,-0.26669048633233444
2025,lock-up,medium,large,1986,17.0,27.0,3.7884,-0.34963064291184276,-0.049937342516284705
15625,auto,medium,large,2001,16.0,21.0,2.5,0.29671231357986444,0.0978976625687135
19303,auto,few,small,2005,26.0,35.0,1.8,0.06721640311572614,-0.3181135492932483
2176,auto,medium,midsize,1986,18.0,26.0,2.9848,-0.43412561567391306,-0.07121926126871386
17713,auto,medium,midsize,2003,13.0,17.0,5.3,0.4347560173126601,0.3168241692615144
9415,lock-up,few,small,1993,19.0,25.0,2.0008,-0.2540036798465265,-0.13273582146713556
20043,manual,few,midsize,2005,21.0,27.0,2.5,0.3006285620390391,-0.4370790246831516
18621,auto,medium,large,2004,14.0,17.0,4.6,0.5210266468546862,0.3202190009899537
8081,manual,medium,midsize,1992,16.0,21.0,2.2304,-0.2605782528500773,0.24199393265396543
859,manual,medium,large,1985,15.0,17.0,4.2312,-0.2661418901241309,0.3848038684413829
20015,auto,medium,midsize,2005,13.0,16.0,5.0,0.4367273126004025,0.2742170262463317
9336,lock-up,medium,large,1993,15.0,20.0,6.2156,-0.15865232538077567,0.3812880773121644
2971,lock-up,few,small,1987,21.0,27.0,1.9516,-0.45263086318302204,-0.2573640513921271
19190,auto,medium,small,2005,14.0,19.0,2.7,0.5729072468802037,0.2616606853222434
13879,auto,medium,large,1999,14.0,17.0,4.8,0.19312647011705972,0.3777119527074603
16925,manual,medium,small,2003,17.0,26.0,3.2,0.31033871687938835,-0.29561152738791274
14894,auto,medium,midsize,2000,13.0,17.0,4.8,0.2604485697852385,0.3767587115394461
15504,auto,medium,large,2001,14.0,17.0,5.3,0.3235495900613364,0.33318180977617073
1467,lock-up,few,small,1985,25.0,29.0,1.476,-0.32592816647839196,-0.30169573237781966
7150,auto,medium,midsize,1991,11.0,15.0,3.4276,-0.16993773245572585,0.5659971378489257
13407,manual,few,small,1999,19.0,29.0,2.0,0.03703207586955086,-0.36829999379564543
12935,manual,medium,midsize,1998,17.0,25.0,2.8,0.03749068539207088,-0.1651388030454952
14238,auto,few,small,2000,18.0,24.0,2.0,0.15762078943244043,-0.15726405369497196
20534,auto,medium,large,2006,15.0,23.0,3.5,0.4790737715507106,-0.06702429444734306
20851,auto,medium,midsize,2006,17.0,22.0,3.4,0.49691775674553174,-0.09047753917765666
19787,auto,medium,large,2005,16.0,22.0,3.3,0.532007455464294,-0.023496686511160558
6812,lock-up,medium,small,1990,14.0,17.0,2.7880000000000003,-0.24383345667309778,0.5512905919118074
16591,manual,few,midsize,2002,17.0,21.0,2.2,0.30887134507782005,0.053242642835540505
17889,manual,medium,small,2004,16.0,24.0,3.6,0.44487533904262283,-0.19499733935179966
1464,manual,few,small,1985,21.0,27.0,1.804,-0.4162428992835787,-0.22140947666111582
6841,manual,medium,large,1990,11.0,17.0,3.9196,-0.20051359929544255,0.5510820776638322
21270,auto,medium,small,2007,18.0,27.0,3.0,0.36177752140187885,-0.3549566736026405
11646,manual,medium,large,1996,13.0,17.0,4.92,0.010647515954940824,0.47826106836318844
14017,auto,medium,midsize,1999,17.0,20.0,2.5,0.17020048897,0.12388578826690021
12807,auto,medium,midsize,1998,15.0,24.0,3.7,0.06600468574713925,-0.020663286880865963
19097,auto,medium,small,2005,16.0,24.0,4.4,0.4529652269399359,-0.2007468539441254
131,manual,few,small,1985,22.0,31.0,2.296,-0.34147523647120764,-0.3053853599340521
17283,manual,few,midsize,2003,23.0,31.0,2.0,0.11916833869088025,-0.40551276938516884
2344,manual,few,midsize,1986,26.0,33.0,1.4596,-0.28714187990083373,-0.33215083941631157
11315,lock-up,medium,small,1996,18.0,25.0,2.4928,-0.07507696843171123,-0.15632582008444207
7641,manual,few,small,1991,23.0,31.0,1.476,-0.33777880312645964,-0.4631477892259897
7482,lock-up,medium,large,1991,11.0,16.0,4.9528,-0.1711544216832361,0.5800718154038904
13213,auto,medium,midsize,1998,17.0,24.0,3.0,0.06224285722066149,-0.10856511780569372
3282,manual,few,small,1987,31.0,39.0,1.0004,-0.19939852047999554,-0.28278705009412236
21073,auto,medium,midsize,2006,13.0,19.0,4.6,0.5344384051942584,0.25912069274161376
18489,auto,medium,large,2004,11.0,15.0,5.4,0.3762439580147965,0.27687605500313706
10064,manual,medium,large,1994,13.0,17.0,5.2152,-0.08743891278818068,0.5354686455568807
8022,manual,few,small,1992,21.0,27.0,2.214,-0.28637471508517126,-0.29105887987875945
8958,lock-up,medium,large,1993,18.0,24.0,3.2964,-0.24947733020176635,-0.00879662980230841
141,lock-up,medium,small,1985,17.0,20.0,3.7884,-0.33501351338073204,0.26661069221587846
19172,manual,medium,small,2005,18.0,26.0,3.0,0.4191365639425505,-0.40344771914208183
4797,manual,few,small,1988,22.0,31.0,2.0008,-0.38400788251108153,-0.4104328051554724
3261,lock-up,medium,midsize,1987,16.0,25.0,3.7884,-0.4024400528022976,0.11553154556375961
8343,auto,medium,large,1992,10.0,12.0,5.904,-0.12585822867607585,0.4748503388466595
1487,manual,few,small,1985,26.0,33.0,1.6072,-0.2878152336765447,-0.318647438925312
3539,lock-up,medium,large,1987,15.0,19.0,6.2156,-0.3102167291980896,0.43755048794310997
23263,manual,few,midsize,2008,20.0,25.0,2.0,0.33858679866999064,-0.3131551532595962
8868,lock-up,few,small,1993,19.0,26.0,2.0008,-0.2645827871982372,-0.20245215444202772
8548,lock-up,few,small,1992,19.0,25.0,2.0008,-0.30185691819399757,-0.12791911695802655
602,lock-up,few,midsize,1985,21.0,29.0,2.4764,-0.39200386334629933,-0.26578993091032316
642,lock-up,medium,midsize,1985,23.0,31.0,4.3132,-0.32602540888329873,-0.3012700454520225
12675,auto,few,small,1998,19.0,26.0,2.2,0.022565948046350346,-0.27256758538949116
6459,manual,medium,large,1990,11.0,13.0,5.74,-0.16194948402319237,0.508991803096641
19225,auto,medium,small,2005,16.0,24.0,2.5,0.4657385197518999,-0.23940022995213517
2009,lock-up,medium,large,1986,17.0,27.0,3.7884,-0.3476156506684229,-0.051191823363699214
11318,lock-up,few,small,1996,21.0,29.0,1.9844,-0.14571294091947032,-0.3942182787386807
15919,auto,medium,small,2002,16.0,22.0,4.3,0.36165352147005575,0.06209071298124348
17315,auto,medium,midsize,2003,16.0,23.0,4.0,0.38224642893578703,-0.04552658262191068
675,lock-up,few,midsize,1985,19.0,26.0,2.4764,-0.4121848595323374,-0.11336796949307983
21574,auto,few,midsize,2007,23.0,31.0,2.5,0.17534286439686325,-0.352625639867216
3390,lock-up,few,midsize,1987,21.0,22.0,2.0008,-0.3195259111767136,-0.004742430898220498
7299,manual,few,midsize,1991,21.0,30.0,2.1976,-0.347928555332454,-0.41496200887799317
11042,manual,medium,large,1995,14.0,17.0,2.9684,-0.04764765257100866,0.47812281273589746
20784,auto,medium,large,2006,14.0,19.0,4.3,0.5611087604684749,0.24990512542431062
22747,auto,few,midsize,2008,20.0,28.0,2.3,0.2754178078536941,-0.3354421683695511
18345,auto,medium,large,2004,15.0,22.0,4.2,0.5050387389583738,0.06794531827390288
13464,auto,few,small,1999,29.0,41.0,1.9,-0.07389743646476939,-0.30748051383942376
17647,auto,medium,midsize,2003,15.0,20.0,3.0,0.4704112877683899,0.19220406962749026
5454,manual,few,midsize,1989,21.0,26.0,1.5908,-0.44650451998778207,-0.25879454684042685
1201,lock-up,medium,large,1985,13.0,15.0,5.002,-0.22113928988110598,0.44143603057436825
3185,lock-up,few,midsize,1987,18.0,23.0,2.3124,-0.46488569866990415,0.12356462616502391
10664,lock-up,medium,large,1995,13.0,17.0,5.74,-0.041011629023470365,0.5137892566786084
3758,manual,few,small,1987,37.0,44.0,1.0004,-0.167223368035386,-0.2636343874871703
510,manual,few,midsize,1985,23.0,30.0,2.214,-0.35029898588647096,-0.30815578149294615
5451,manual,few,midsize,1989,23.0,29.0,2.0008,-0.4096254729487179,-0.4275009669349988
12884,auto,few,midsize,1998,18.0,24.0,2.3,0.03735399540649623,-0.15039960568684868
3070,lock-up,medium,small,1987,16.0,22.0,2.7552,-0.42486438406619215,0.26504135083881064
9190,manual,few,midsize,1993,23.0,30.0,1.7712,-0.26529077872087925,-0.43994276427773266
13956,auto,medium,large,1999,15.0,22.0,3.3,0.1606981590538186,0.08577718358951392
14244,auto,few,small,2000,22.0,33.0,1.9,0.008976847999445191,-0.4035563786962518
1629,manual,few,small,1985,37.0,45.0,1.4924,-0.17449419023304874,-0.2567993823059248
15162,auto,medium,small,2001,17.0,25.0,3.0,0.22638281297057436,-0.20476257805771006
20588,manual,few,midsize,2006,22.0,29.0,2.3,0.21816324458354341,-0.38464074215995897
16553,auto,medium,midsize,2002,14.0,19.0,4.2,0.42858390412749564,0.28911134043834824
21525,manual,many,midsize,2007,10.0,16.0,5.7,0.34801203062682684,0.2071864076185062
23207,auto,medium,midsize,2008,14.0,20.0,5.3,0.45512563643557974,0.14517651948955693
10339,auto,few,small,1994,31.0,36.0,1.0004,-0.15496489125461077,-0.32154992582894176
20394,auto,medium,midsize,2006,15.0,23.0,3.6,0.47781513190896585,-0.06403956789108627
16217,auto,medium,midsize,2002,17.0,24.0,3.5,0.2916889360095908,-0.1696695203232625
5067,lock-up,few,small,1989,21.0,27.0,2.4764,-0.4628361894214099,-0.30852528671441837
251,manual,few,small,1985,25.0,33.0,1.722,-0.29747385618963146,-0.32179411690076826
7163,lock-up,medium,midsize,1991,11.0,15.0,4.1984,-0.16887200783407366,0.5698583710539785
4934,lock-up,few,large,1988,16.0,20.0,2.3944,-0.3734832726296466,0.3604985409721428
21496,manual,medium,midsize,2007,15.0,22.0,4.8,0.4542741773336263,0.003351956750621804
22191,auto,medium,midsize,2007,14.0,19.0,4.0,0.5105041121860151,0.2062167633240861
9812,lock-up,medium,large,1994,16.0,24.0,4.346,-0.17462287425619585,0.0500117573469542
3351,manual,few,large,1987,21.0,26.0,2.3616,-0.4553048060211717,-0.20891190957704117
11458,lock-up,medium,midsize,1996,18.0,26.0,2.46,-0.07864629661695358,-0.19871645493117626
10421,lock-up,medium,large,1994,11.0,16.0,5.2152,-0.09115300999368595,0.5228283983119097
10824,manual,few,small,1995,19.0,26.0,2.1648,-0.1363672603216721,-0.2237130712292525
22179,auto,medium,midsize,2007,13.0,17.0,4.7,0.45473445141912433,0.24122336974556302
22438,auto,medium,small,2008,17.0,24.0,3.8,0.39391407516728166,-0.2266880645204926
6724,manual,few,small,1990,22.0,31.0,2.214,-0.36868636008719363,-0.44537751843914875
22922,manual,few,midsize,2008,19.0,25.0,2.5,0.37309370416960175,-0.3140793158715922
12257,manual,medium,large,1997,16.0,22.0,2.9848,0.044741597004236286,0.08050688185703621
10503,lock-up,medium,small,1995,15.0,23.0,3.9852,-0.09845855656508055,0.10360708702699142
13455,auto,few,small,1999,26.0,31.0,1.3,-0.03761939627041086,-0.38724689419212865
2245,manual,few,large,1986,21.0,25.0,2.4764,-0.4065572408714478,-0.13442652570051758
10123,lock-up,medium,large,1994,11.0,16.0,5.74,-0.08901429691036564,0.512821388815054
22624,manual,few,small,2008,21.0,29.0,2.0,0.23116580731640707,-0.32674454695171956
10154,lock-up,medium,large,1994,11.0,15.0,5.904,-0.08364192354500082,0.514046827563962
10665,lock-up,medium,large,1995,13.0,17.0,5.74,-0.04101162902346988,0.5137892566786093
12869,auto,few,midsize,1998,21.0,29.0,2.4,-0.02248663309945033,-0.4025452119442783
18307,auto,few,midsize,2004,18.0,27.0,1.8,0.347097406302978,-0.42627336996577153
12901,auto,medium,large,1998,9.0,13.0,6.7,0.06159133949973627,0.34145837618407193
10507,lock-up,medium,small,1995,17.0,26.0,3.1324,-0.11763722211337226,-0.1229103701165484
19749,auto,medium,large,2005,13.0,16.0,4.3,0.4546012217955161,0.2784360697585359
9761,manual,few,small,1994,19.0,26.0,2.3452,-0.21689780843861417,-0.2113434106954145
12713,manual,few,small,1998,19.0,29.0,2.0,-0.0039726238452188764,-0.3616718901317551
1244,manual,medium,small,1985,16.0,20.0,2.2304,-0.33288037985905444,0.2825176462171123
21283,auto,medium,small,2007,15.0,23.0,4.8,0.4444014814845856,-0.04546650480745993
15673,auto,few,midsize,2001,15.0,20.0,2.2,0.31318533005839017,0.1869003386632549
8605,auto,medium,small,1992,18.0,23.0,2.6076,-0.2876801158903071,0.05620005266320153
23230,manual,medium,midsize,2008,16.0,22.0,3.7,0.4321222501792866,-0.05005287529245698
13077,manual,medium,large,1998,14.0,17.0,4.2,0.11988362978018818,0.3906740233356129
16949,auto,medium,small,2003,15.0,20.0,4.4,0.5048388707509966,0.22431414517137999
16711,auto,medium,midsize,2002,11.0,14.0,4.6,0.28831043047985333,0.2704496769352893
10062,manual,medium,large,1994,15.0,20.0,3.9196,-0.12442953960959965,0.3811826834787895
11114,lock-up,few,small,1995,19.0,25.0,2.2632,-0.14125390958409556,-0.16796095547016437
5681,manual,medium,small,1989,15.0,23.0,5.002,-0.34420414932177956,0.2605580122784899
196,manual,medium,small,1985,16.0,21.0,2.8372,-0.350556521879729,0.246892244644979
121,lock-up,medium,small,1985,17.0,23.0,3.7884,-0.3911412990422504,0.15483317607525782
1885,manual,few,small,1986,23.0,32.0,2.214,-0.32726807850502004,-0.34372630324541625
10616,lock-up,few,small,1995,19.0,26.0,2.214,-0.13853282486008933,-0.2241487416826059
22208,auto,medium,midsize,2007,14.0,17.0,3.7,0.4704945438273045,0.24256883810919408
12499,lock-up,medium,large,1997,13.0,17.0,4.1984,0.06542005712398204,0.43193508584171975
2686,manual,few,small,1986,37.0,45.0,1.0004,-0.1683441122989449,-0.26017926211179754
17419,auto,medium,large,2003,14.0,19.0,4.0,0.556601905946731,0.3153906901119689
10814,manual,medium,small,1995,11.0,17.0,5.3956,-0.039577018029692664,0.48624062772217846
8708,manual,many,small,1992,10.0,15.0,4.9528,-0.1431057109322892,0.5581328972780487
11905,lock-up,medium,large,1996,14.0,17.0,4.2968,0.0065252613649676525,0.46394125046453094
2126,manual,few,midsize,1986,22.0,32.0,2.214,-0.3341795313863564,-0.3346297476275917
19790,auto,medium,midsize,2005,17.0,24.0,3.4,0.47405765498512115,-0.2617995139395592
12425,manual,few,small,1997,21.0,27.0,2.214,-0.06308442983554065,-0.35458099832616896
3195,lock-up,medium,midsize,1987,18.0,26.0,2.8372,-0.43040948960518527,-0.07067227278081342
21438,auto,few,small,2007,21.0,27.0,2.5,0.29109222668711315,-0.36707874319875194
8663,manual,few,small,1992,21.0,30.0,1.9024,-0.28011736740028587,-0.3862753689682773
10273,manual,few,small,1994,25.0,32.0,1.5908,-0.20047238771392406,-0.4305660359155615
6192,lock-up,few,midsize,1990,18.0,25.0,2.4764,-0.3906654796972886,-0.024031947037831156
18394,manual,few,midsize,2004,22.0,29.0,2.3,0.19858521211930755,-0.41335435281041305
16327,auto,medium,midsize,2002,17.0,21.0,3.0,0.3302098793477966,0.05910618578936976
9317,manual,medium,large,1993,15.0,16.0,4.92,-0.1339447432357356,0.5584745419359528
20087,auto,few,small,2006,21.0,27.0,2.0,0.29219339485071066,-0.40575054738761995
268,manual,few,small,1985,24.0,30.0,1.7876,-0.3349078336925393,-0.31283137274786793
2365,lock-up,medium,large,1986,15.0,20.0,6.2156,-0.3122784087355188,0.37800680184228097
17571,auto,medium,midsize,2003,13.0,17.0,5.3,0.43516364753348685,0.3170715732103289
20150,auto,medium,small,2006,19.0,27.0,2.5,0.3538053253300052,-0.4045263378835169
1542,manual,few,small,1985,19.0,24.0,1.804,-0.40394823876737623,0.02005463463547609
2908,manual,medium,small,1987,16.0,22.0,2.4928,-0.4195981012314854,0.2596176036571195
10866,lock-up,few,midsize,1995,21.0,31.0,1.9024,-0.17504322306170433,-0.42278639739428825
17071,manual,few,small,2003,23.0,29.0,2.0,0.15029297762445856,-0.40006669438619263
11803,manual,few,small,1996,26.0,36.0,1.6072,-0.1334568032219034,-0.3861608652203874
2174,auto,medium,midsize,1986,18.0,26.0,2.9848,-0.43412561567391283,-0.0712192612687138
21191,manual,medium,small,2007,17.0,24.0,3.5,0.4384001616164455,-0.25326061068053785
2579,manual,few,small,1986,23.0,33.0,2.214,-0.3153631945183646,-0.33964380521997084
21313,auto,medium,small,2007,21.0,29.0,2.5,0.2452993669549497,-0.36207101494517624
22364,auto,many,small,2008,9.0,14.0,6.5,0.3015828407637806,0.18236699939373355
1981,manual,few,small,1986,23.0,29.0,1.7876,-0.38950416741774807,-0.33578160908551663
15414,auto,few,midsize,2001,23.0,33.0,1.9,0.024908947847069107,-0.39930765489198516
10,lock-up,medium,small,1985,18.0,24.0,2.6896,-0.4068342489478506,0.0682284381981935
22682,auto,medium,midsize,2008,16.0,24.0,3.5,0.39406509809913637,-0.17837188713540636
13823,auto,few,large,1999,18.0,23.0,2.5,0.12076007786183357,-0.0945820835982036
16321,manual,few,midsize,2002,24.0,33.0,2.0,0.04372981306950736,-0.3958347804653972
11070,lock-up,medium,small,1995,18.0,26.0,2.9684,-0.130461989723138,-0.17971973060570576
20123,auto,medium,small,2006,15.0,22.0,4.2,0.523223613543597,0.018218666173279642
18028,auto,medium,small,2004,18.0,26.0,3.0,0.39524187854713083,-0.4083185225821168
5060,manual,few,small,1989,21.0,27.0,2.0008,-0.46892784965149187,-0.31570137639834495
8857,lock-up,few,small,1993,23.0,26.0,1.5908,-0.2140409689060566,-0.26261229488135857
10453,lock-up,medium,large,1994,15.0,19.0,6.478,-0.09411318623093617,0.41655245473936414
6228,manual,few,midsize,1990,21.0,29.0,2.1812,-0.39458197674448436,-0.38541678439001453
7755,manual,few,small,1991,17.0,22.0,2.296,-0.32990348107473255,0.19041451274671475
8254,manual,medium,large,1992,17.0,23.0,2.8372,-0.2948625571371866,0.10645997358237731
20759,auto,medium,large,2006,14.0,17.0,5.3,0.5034752692298189,0.27226833606133216
10268,lock-up,few,small,1994,25.0,33.0,1.4924,-0.19279046365929972,-0.42327025146441316
10547,manual,few,small,1995,18.0,26.0,1.8368,-0.12903455790974666,-0.19179697583512584
4834,lock-up,few,small,1988,19.0,26.0,2.0008,-0.4544336699984639,-0.1455846449781869
5384,lock-up,few,large,1989,18.0,26.0,2.4764,-0.4343522809273866,-0.10061903331412787
8185,manual,few,midsize,1992,19.0,24.0,1.8368,-0.26841259494908265,-0.05062528687338263
14754,auto,medium,large,2000,13.0,15.0,3.9,0.20614217319370448,0.3352380990703064
5657,manual,medium,small,1989,16.0,22.0,2.4928,-0.40805287802635865,0.2821521082034763
3013,manual,few,small,1987,23.0,33.0,2.0008,-0.3173395482612504,-0.35728484290540935
13812,auto,medium,large,1999,15.0,19.0,4.2,0.20293789480280847,0.2900488225183368
12634,auto,medium,small,1998,16.0,21.0,3.0,0.11187265314327666,0.13451198567575093
8645,manual,medium,small,1992,15.0,24.0,5.002,-0.21233996993758827,0.12916150717797745
1883,manual,few,small,1986,24.0,30.0,1.5908,-0.3491714494826372,-0.34319500481116944
9964,manual,few,small,1994,21.0,26.0,1.5908,-0.19955123242886558,-0.2677173930344046
11780,manual,few,small,1996,26.0,33.0,1.6072,-0.1423399562564214,-0.4143022759905471
17158,auto,medium,midsize,2003,18.0,26.0,3.0,0.33573876628788396,-0.3876678869145488
17967,auto,medium,small,2004,18.0,25.0,3.0,0.42555178057335896,-0.37069046935404265
5106,manual,few,small,1989,18.0,29.0,2.0008,-0.3519961422271828,-0.21487818759340646
8124,manual,medium,midsize,1992,15.0,22.0,3.7884,-0.25531922670443113,0.24150360575051552
14823,auto,medium,midsize,2000,13.0,17.0,5.7,0.2397457237925277,0.36850176778829824
18753,auto,medium,midsize,2004,15.0,19.0,3.5,0.569860186176503,0.26313420377195523
11198,manual,few,small,1995,21.0,29.0,1.9844,-0.17589263059709634,-0.3865386061188878
1517,auto,few,small,1985,21.0,26.0,2.214,-0.40654511947228694,-0.18031708063722135
14607,auto,few,large,2000,17.0,24.0,2.2,0.17140299527917743,-0.13780203392925505
23076,manual,medium,large,2008,15.0,19.0,3.7,0.45196081582591213,0.14547351329501174
18117,auto,few,small,2004,19.0,26.0,2.4,0.36759484288783695,-0.42914910377085974
10139,lock-up,medium,large,1994,16.0,20.0,4.2968,-0.13125355798943908,0.31436577988338565
6401,manual,medium,large,1990,11.0,17.0,5.74,-0.19707557057770647,0.5661107461627867
13899,auto,medium,large,1999,15.0,20.0,4.3,0.20356551933033987,0.2546856502929865
14606,manual,medium,large,2000,15.0,21.0,4.3,0.2586632277581493,0.17336127271112373
19436,auto,medium,midsize,2005,18.0,27.0,3.5,0.3876952710652537,-0.4134793461376508
10544,lock-up,few,small,1995,19.0,26.0,1.8368,-0.1373963836195491,-0.23062174292481707
3166,auto,few,midsize,1987,21.0,24.0,2.214,-0.39732103329089347,-0.0878582740304993
22406,manual,few,small,2008,19.0,25.0,2.4,0.3730937041696019,-0.31407931587159205
21442,auto,few,small,2007,21.0,26.0,2.3,0.3112797294134019,-0.35379771177465946
7836,lock-up,medium,large,1991,10.0,15.0,5.7564,-0.1609382321310911,0.5548907725394577
1763,lock-up,few,large,1985,18.0,21.0,2.0008,-0.3534474842736686,0.15619520224989747
9995,lock-up,few,large,1994,18.0,22.0,2.5584,-0.1786255443701503,0.054354471434801425
10949,manual,medium,large,1995,17.0,23.0,3.0012,-0.13301716371779942,0.01331827627197269
3301,auto,few,small,1987,21.0,23.0,1.7876,-0.35114139047084975,-0.04316462297684396
3942,auto,medium,large,1987,11.0,14.0,3.69,-0.19445141646051214,0.4806208071697722
12513,manual,medium,small,1998,13.0,20.0,3.2,0.11224984228879717,0.30809638596478117
9484,manual,few,small,1993,18.0,26.0,2.0008,-0.25566816835757195,-0.1516201128782326
6513,manual,medium,large,1990,13.0,17.0,5.002,-0.22802290387161192,0.5839334863053517
16510,auto,medium,large,2002,14.0,17.0,4.3,0.40292711128263975,0.3204703789875368
12485,lock-up,medium,large,1997,15.0,21.0,4.2968,0.04534745077964228,0.22077533243257588
21746,auto,medium,midsize,2007,18.0,26.0,2.5,0.40682075640275783,-0.3547524753702912
6990,manual,few,small,1991,24.0,33.0,1.8368,-0.3083489842642922,-0.4451263957420391
1681,lock-up,medium,large,1985,16.0,22.0,4.2968,-0.3475872431895996,0.2129541739020821
571,manual,few,midsize,1985,23.0,30.0,2.214,-0.3518179849704355,-0.3106014962837323
12122,lock-up,medium,midsize,1997,17.0,27.0,3.7884,-0.0170106811887191,-0.1841068082499693
8366,lock-up,medium,large,1992,16.0,22.0,6.2156,-0.18925453068689937,0.18621644730625941
23415,auto,medium,midsize,2008,9.0,12.0,4.7,0.28940648516050793,0.1792116246794838
13454,manual,few,small,1999,24.0,32.0,2.0,-0.026608840542707422,-0.40292275884331374
149,auto,few,small,1985,23.0,29.0,1.8532,-0.36049305640029317,-0.2889289838729575
902,auto,few,midsize,1985,23.0,29.0,1.8532,-0.35681931209029544,-0.285683596146768
9539,manual,few,small,1993,33.0,39.0,1.2956,-0.1504235394495248,-0.29843923470352907
